Driver,LapNumber,LapTime,Position,Compound,TyreLife,Stint,Team,LapTime_s,Season,Round,RaceName
NOR,32.0,0 days 00:01:23.456000,2.0,HARD,16.0,2.0,McLaren,83.456,2024,13,Hungarian Grand Prix
NOR,33.0,0 days 00:01:23.992000,2.0,HARD,17.0,2.0,McLaren,83.992,2024,13,Hungarian Grand Prix
NOR,34.0,0 days 00:01:24.154000,2.0,HARD,18.0,2.0,McLaren,84.154,2024,13,Hungarian Grand Prix
NOR,35.0,0 days 00:01:24.200000,2.0,HARD,19.0,2.0,McLaren,84.2,2024,13,Hungarian Grand Prix
NOR,36.0,0 days 00:01:24.096000,2.0,HARD,20.0,2.0,McLaren,84.096,2024,13,Hungarian Grand Prix
NOR,37.0,0 days 00:01:24.254000,2.0,HARD,21.0,2.0,McLaren,84.254,2024,13,Hungarian Grand Prix
NOR,38.0,0 days 00:01:24.154000,2.0,HARD,22.0,2.0,McLaren,84.154,2024,13,Hungarian Grand Prix
NOR,39.0,0 days 00:01:24.186000,2.0,HARD,23.0,2.0,McLaren,84.186,2024,13,Hungarian Grand Prix
NOR,40.0,0 days 00:01:24.080000,2.0,HARD,24.0,2.0,McLaren,84.08,2024,13,Hungarian Grand Prix
NOR,41.0,0 days 00:01:24.189000,2.0,HARD,25.0,2.0,McLaren,84.189,2024,13,Hungarian Grand Prix
NOR,42.0,0 days 00:01:24.001000,2.0,HARD,26.0,2.0,McLaren,84.001,2024,13,Hungarian Grand Prix
NOR,43.0,0 days 00:01:24.063000,2.0,HARD,27.0,2.0,McLaren,84.063,2024,13,Hungarian Grand Prix
NOR,44.0,0 days 00:01:24.430000,2.0,HARD,28.0,2.0,McLaren,84.43,2024,13,Hungarian Grand Prix
NOR,45.0,0 days 00:01:26.328000,2.0,HARD,29.0,2.0,McLaren,86.328,2024,13,Hungarian Grand Prix
NOR,46.0,0 days 00:01:38.951000,4.0,MEDIUM,2.0,3.0,McLaren,98.951,2024,13,Hungarian Grand Prix
NOR,47.0,0 days 00:01:23.290000,3.0,MEDIUM,3.0,3.0,McLaren,83.29,2024,13,Hungarian Grand Prix
NOR,48.0,0 days 00:01:21.954000,2.0,MEDIUM,4.0,3.0,McLaren,81.954,2024,13,Hungarian Grand Prix
NOR,49.0,0 days 00:01:22.109000,2.0,MEDIUM,5.0,3.0,McLaren,82.109,2024,13,Hungarian Grand Prix
NOR,50.0,0 days 00:01:21.712000,1.0,MEDIUM,6.0,3.0,McLaren,81.712,2024,13,Hungarian Grand Prix
NOR,51.0,0 days 00:01:21.976000,1.0,MEDIUM,7.0,3.0,McLaren,81.976,2024,13,Hungarian Grand Prix
NOR,52.0,0 days 00:01:22.429000,1.0,MEDIUM,8.0,3.0,McLaren,82.429,2024,13,Hungarian Grand Prix
NOR,53.0,0 days 00:01:21.890000,1.0,MEDIUM,9.0,3.0,McLaren,81.89,2024,13,Hungarian Grand Prix
NOR,54.0,0 days 00:01:21.819000,1.0,MEDIUM,10.0,3.0,McLaren,81.819,2024,13,Hungarian Grand Prix
NOR,55.0,0 days 00:01:22.171000,1.0,MEDIUM,11.0,3.0,McLaren,82.171,2024,13,Hungarian Grand Prix
NOR,56.0,0 days 00:01:22.171000,1.0,MEDIUM,12.0,3.0,McLaren,82.171,2024,13,Hungarian Grand Prix
NOR,57.0,0 days 00:01:22.222000,1.0,MEDIUM,13.0,3.0,McLaren,82.222,2024,13,Hungarian Grand Prix
NOR,58.0,0 days 00:01:21.931000,1.0,MEDIUM,14.0,3.0,McLaren,81.931,2024,13,Hungarian Grand Prix
NOR,59.0,0 days 00:01:22.219000,1.0,MEDIUM,15.0,3.0,McLaren,82.219,2024,13,Hungarian Grand Prix
NOR,60.0,0 days 00:01:21.798000,1.0,MEDIUM,16.0,3.0,McLaren,81.798,2024,13,Hungarian Grand Prix
NOR,61.0,0 days 00:01:21.886000,1.0,MEDIUM,17.0,3.0,McLaren,81.886,2024,13,Hungarian Grand Prix
NOR,62.0,0 days 00:01:21.883000,1.0,MEDIUM,18.0,3.0,McLaren,81.883,2024,13,Hungarian Grand Prix
NOR,63.0,0 days 00:01:22.602000,1.0,MEDIUM,19.0,3.0,McLaren,82.602,2024,13,Hungarian Grand Prix
NOR,64.0,0 days 00:01:22.469000,1.0,MEDIUM,20.0,3.0,McLaren,82.469,2024,13,Hungarian Grand Prix
NOR,65.0,0 days 00:01:22.481000,1.0,MEDIUM,21.0,3.0,McLaren,82.481,2024,13,Hungarian Grand Prix
NOR,66.0,0 days 00:01:22.620000,1.0,MEDIUM,22.0,3.0,McLaren,82.62,2024,13,Hungarian Grand Prix
NOR,67.0,0 days 00:01:25.666000,1.0,MEDIUM,23.0,3.0,McLaren,85.666,2024,13,Hungarian Grand Prix
NOR,68.0,0 days 00:01:26.787000,2.0,MEDIUM,24.0,3.0,McLaren,86.787,2024,13,Hungarian Grand Prix
NOR,69.0,0 days 00:01:22.862000,2.0,MEDIUM,25.0,3.0,McLaren,82.862,2024,13,Hungarian Grand Prix
NOR,70.0,0 days 00:01:24.003000,2.0,MEDIUM,26.0,3.0,McLaren,84.003,2024,13,Hungarian Grand Prix
HAM,1.0,0 days 00:01:30.241000,4.0,MEDIUM,1.0,1.0,Mercedes,90.241,2024,13,Hungarian Grand Prix
HAM,2.0,0 days 00:01:24.832000,4.0,MEDIUM,2.0,1.0,Mercedes,84.832,2024,13,Hungarian Grand Prix
HAM,3.0,0 days 00:01:24.679000,4.0,MEDIUM,3.0,1.0,Mercedes,84.679,2024,13,Hungarian Grand Prix
HAM,4.0,0 days 00:01:24.279000,4.0,MEDIUM,4.0,1.0,Mercedes,84.279,2024,13,Hungarian Grand Prix
HAM,5.0,0 days 00:01:24.001000,4.0,MEDIUM,5.0,1.0,Mercedes,84.001,2024,13,Hungarian Grand Prix
HAM,6.0,0 days 00:01:24.154000,4.0,MEDIUM,6.0,1.0,Mercedes,84.154,2024,13,Hungarian Grand Prix
HAM,7.0,0 days 00:01:24.193000,4.0,MEDIUM,7.0,1.0,Mercedes,84.193,2024,13,Hungarian Grand Prix
HAM,8.0,0 days 00:01:24.235000,4.0,MEDIUM,8.0,1.0,Mercedes,84.235,2024,13,Hungarian Grand Prix
HAM,9.0,0 days 00:01:24.366000,4.0,MEDIUM,9.0,1.0,Mercedes,84.366,2024,13,Hungarian Grand Prix
HAM,10.0,0 days 00:01:24.632000,4.0,MEDIUM,10.0,1.0,Mercedes,84.632,2024,13,Hungarian Grand Prix
HAM,11.0,0 days 00:01:24.379000,4.0,MEDIUM,11.0,1.0,Mercedes,84.379,2024,13,Hungarian Grand Prix
HAM,12.0,0 days 00:01:24.388000,4.0,MEDIUM,12.0,1.0,Mercedes,84.388,2024,13,Hungarian Grand Prix
HAM,13.0,0 days 00:01:24.700000,4.0,MEDIUM,13.0,1.0,Mercedes,84.7,2024,13,Hungarian Grand Prix
HAM,14.0,0 days 00:01:24.742000,4.0,MEDIUM,14.0,1.0,Mercedes,84.742,2024,13,Hungarian Grand Prix
HAM,15.0,0 days 00:01:24.562000,4.0,MEDIUM,15.0,1.0,Mercedes,84.562,2024,13,Hungarian Grand Prix
HAM,16.0,0 days 00:01:27.246000,5.0,MEDIUM,16.0,1.0,Mercedes,87.246,2024,13,Hungarian Grand Prix
HAM,17.0,0 days 00:01:40.316000,7.0,HARD,1.0,2.0,Mercedes,100.316,2024,13,Hungarian Grand Prix
HAM,18.0,0 days 00:01:23.350000,6.0,HARD,2.0,2.0,Mercedes,83.35,2024,13,Hungarian Grand Prix
HAM,19.0,0 days 00:01:23.201000,6.0,HARD,3.0,2.0,Mercedes,83.201,2024,13,Hungarian Grand Prix
HAM,20.0,0 days 00:01:23.332000,6.0,HARD,4.0,2.0,Mercedes,83.332,2024,13,Hungarian Grand Prix
HAM,21.0,0 days 00:01:23.470000,6.0,HARD,5.0,2.0,Mercedes,83.47,2024,13,Hungarian Grand Prix
HAM,22.0,0 days 00:01:23.180000,4.0,HARD,6.0,2.0,Mercedes,83.18,2024,13,Hungarian Grand Prix
HAM,23.0,0 days 00:01:23.622000,4.0,HARD,7.0,2.0,Mercedes,83.622,2024,13,Hungarian Grand Prix
HAM,24.0,0 days 00:01:23.698000,3.0,HARD,8.0,2.0,Mercedes,83.698,2024,13,Hungarian Grand Prix
HAM,25.0,0 days 00:01:23.145000,3.0,HARD,9.0,2.0,Mercedes,83.145,2024,13,Hungarian Grand Prix
HAM,26.0,0 days 00:01:23.334000,3.0,HARD,10.0,2.0,Mercedes,83.334,2024,13,Hungarian Grand Prix
HAM,27.0,0 days 00:01:23.481000,3.0,HARD,11.0,2.0,Mercedes,83.481,2024,13,Hungarian Grand Prix
HAM,28.0,0 days 00:01:23.306000,3.0,HARD,12.0,2.0,Mercedes,83.306,2024,13,Hungarian Grand Prix
HAM,29.0,0 days 00:01:23.342000,3.0,HARD,13.0,2.0,Mercedes,83.342,2024,13,Hungarian Grand Prix
HAM,30.0,0 days 00:01:23.485000,3.0,HARD,14.0,2.0,Mercedes,83.485,2024,13,Hungarian Grand Prix
HAM,31.0,0 days 00:01:23.585000,3.0,HARD,15.0,2.0,Mercedes,83.585,2024,13,Hungarian Grand Prix
HAM,32.0,0 days 00:01:23.532000,3.0,HARD,16.0,2.0,Mercedes,83.532,2024,13,Hungarian Grand Prix
HAM,33.0,0 days 00:01:24.117000,3.0,HARD,17.0,2.0,Mercedes,84.117,2024,13,Hungarian Grand Prix
HAM,34.0,0 days 00:01:24.355000,3.0,HARD,18.0,2.0,Mercedes,84.355,2024,13,Hungarian Grand Prix
HAM,35.0,0 days 00:01:25.120000,3.0,HARD,19.0,2.0,Mercedes,85.12,2024,13,Hungarian Grand Prix
HAM,36.0,0 days 00:01:24.527000,3.0,HARD,20.0,2.0,Mercedes,84.527,2024,13,Hungarian Grand Prix
HAM,37.0,0 days 00:01:24.655000,3.0,HARD,21.0,2.0,Mercedes,84.655,2024,13,Hungarian Grand Prix
HAM,38.0,0 days 00:01:25.372000,3.0,HARD,22.0,2.0,Mercedes,85.372,2024,13,Hungarian Grand Prix
HAM,39.0,0 days 00:01:24.801000,3.0,HARD,23.0,2.0,Mercedes,84.801,2024,13,Hungarian Grand Prix
HAM,40.0,0 days 00:01:27.733000,4.0,HARD,24.0,2.0,Mercedes,87.733,2024,13,Hungarian Grand Prix
HAM,41.0,0 days 00:01:41.018000,5.0,HARD,1.0,3.0,Mercedes,101.018,2024,13,Hungarian Grand Prix
HAM,42.0,0 days 00:01:22.518000,5.0,HARD,2.0,3.0,Mercedes,82.518,2024,13,Hungarian Grand Prix
HAM,43.0,0 days 00:01:23.074000,5.0,HARD,3.0,3.0,Mercedes,83.074,2024,13,Hungarian Grand Prix
HAM,44.0,0 days 00:01:23.133000,5.0,HARD,4.0,3.0,Mercedes,83.133,2024,13,Hungarian Grand Prix
HAM,45.0,0 days 00:01:22.969000,5.0,HARD,5.0,3.0,Mercedes,82.969,2024,13,Hungarian Grand Prix
HAM,46.0,0 days 00:01:22.937000,5.0,HARD,6.0,3.0,Mercedes,82.937,2024,13,Hungarian Grand Prix
HAM,47.0,0 days 00:01:23.097000,5.0,HARD,7.0,3.0,Mercedes,83.097,2024,13,Hungarian Grand Prix
HAM,48.0,0 days 00:01:23.090000,4.0,HARD,8.0,3.0,Mercedes,83.09,2024,13,Hungarian Grand Prix
HAM,49.0,0 days 00:01:22.906000,4.0,HARD,9.0,3.0,Mercedes,82.906,2024,13,Hungarian Grand Prix
HAM,50.0,0 days 00:01:22.670000,3.0,HARD,10.0,3.0,Mercedes,82.67,2024,13,Hungarian Grand Prix
HAM,51.0,0 days 00:01:22.991000,3.0,HARD,11.0,3.0,Mercedes,82.991,2024,13,Hungarian Grand Prix
HAM,52.0,0 days 00:01:23.021000,3.0,HARD,12.0,3.0,Mercedes,83.021,2024,13,Hungarian Grand Prix
HAM,53.0,0 days 00:01:22.580000,3.0,HARD,13.0,3.0,Mercedes,82.58,2024,13,Hungarian Grand Prix
HAM,54.0,0 days 00:01:22.153000,3.0,HARD,14.0,3.0,Mercedes,82.153,2024,13,Hungarian Grand Prix
HAM,55.0,0 days 00:01:22.587000,3.0,HARD,15.0,3.0,Mercedes,82.587,2024,13,Hungarian Grand Prix
HAM,56.0,0 days 00:01:23.011000,3.0,HARD,16.0,3.0,Mercedes,83.011,2024,13,Hungarian Grand Prix
HAM,57.0,0 days 00:01:22.885000,3.0,HARD,17.0,3.0,Mercedes,82.885,2024,13,Hungarian Grand Prix
HAM,58.0,0 days 00:01:22.236000,3.0,HARD,18.0,3.0,Mercedes,82.236,2024,13,Hungarian Grand Prix
HAM,59.0,0 days 00:01:22.364000,3.0,HARD,19.0,3.0,Mercedes,82.364,2024,13,Hungarian Grand Prix
HAM,60.0,0 days 00:01:22.841000,3.0,HARD,20.0,3.0,Mercedes,82.841,2024,13,Hungarian Grand Prix
HAM,61.0,0 days 00:01:23.180000,3.0,HARD,21.0,3.0,Mercedes,83.18,2024,13,Hungarian Grand Prix
HAM,62.0,0 days 00:01:23.263000,3.0,HARD,22.0,3.0,Mercedes,83.263,2024,13,Hungarian Grand Prix
HAM,63.0,0 days 00:01:23.778000,3.0,HARD,23.0,3.0,Mercedes,83.778,2024,13,Hungarian Grand Prix
HAM,64.0,0 days 00:01:23.100000,3.0,HARD,24.0,3.0,Mercedes,83.1,2024,13,Hungarian Grand Prix
HAM,65.0,0 days 00:01:23.508000,3.0,HARD,25.0,3.0,Mercedes,83.508,2024,13,Hungarian Grand Prix
HAM,66.0,0 days 00:01:22.522000,3.0,HARD,26.0,3.0,Mercedes,82.522,2024,13,Hungarian Grand Prix
HAM,67.0,0 days 00:01:22.839000,3.0,HARD,27.0,3.0,Mercedes,82.839,2024,13,Hungarian Grand Prix
HAM,68.0,0 days 00:01:22.861000,3.0,HARD,28.0,3.0,Mercedes,82.861,2024,13,Hungarian Grand Prix
HAM,69.0,0 days 00:01:23.094000,3.0,HARD,29.0,3.0,Mercedes,83.094,2024,13,Hungarian Grand Prix
HAM,70.0,0 days 00:01:22.955000,3.0,HARD,30.0,3.0,Mercedes,82.955,2024,13,Hungarian Grand Prix
LEC,1.0,0 days 00:01:31.218000,5.0,MEDIUM,1.0,1.0,Ferrari,91.218,2024,13,Hungarian Grand Prix
LEC,2.0,0 days 00:01:25.076000,5.0,MEDIUM,2.0,1.0,Ferrari,85.076,2024,13,Hungarian Grand Prix
LEC,3.0,0 days 00:01:24.647000,5.0,MEDIUM,3.0,1.0,Ferrari,84.647,2024,13,Hungarian Grand Prix
LEC,4.0,0 days 00:01:24.546000,5.0,MEDIUM,4.0,1.0,Ferrari,84.546,2024,13,Hungarian Grand Prix
LEC,5.0,0 days 00:01:24.112000,5.0,MEDIUM,5.0,1.0,Ferrari,84.112,2024,13,Hungarian Grand Prix
LEC,6.0,0 days 00:01:24.119000,5.0,MEDIUM,6.0,1.0,Ferrari,84.119,2024,13,Hungarian Grand Prix
LEC,7.0,0 days 00:01:24.025000,5.0,MEDIUM,7.0,1.0,Ferrari,84.025,2024,13,Hungarian Grand Prix
LEC,8.0,0 days 00:01:24.381000,5.0,MEDIUM,8.0,1.0,Ferrari,84.381,2024,13,Hungarian Grand Prix
LEC,9.0,0 days 00:01:24.308000,5.0,MEDIUM,9.0,1.0,Ferrari,84.308,2024,13,Hungarian Grand Prix
LEC,10.0,0 days 00:01:24.604000,5.0,MEDIUM,10.0,1.0,Ferrari,84.604,2024,13,Hungarian Grand Prix
LEC,11.0,0 days 00:01:24.632000,5.0,MEDIUM,11.0,1.0,Ferrari,84.632,2024,13,Hungarian Grand Prix
LEC,12.0,0 days 00:01:24.411000,5.0,MEDIUM,12.0,1.0,Ferrari,84.411,2024,13,Hungarian Grand Prix
LEC,13.0,0 days 00:01:24.642000,5.0,MEDIUM,13.0,1.0,Ferrari,84.642,2024,13,Hungarian Grand Prix
LEC,14.0,0 days 00:01:24.835000,5.0,MEDIUM,14.0,1.0,Ferrari,84.835,2024,13,Hungarian Grand Prix
LEC,15.0,0 days 00:01:24.846000,5.0,MEDIUM,15.0,1.0,Ferrari,84.846,2024,13,Hungarian Grand Prix
LEC,16.0,0 days 00:01:24.894000,4.0,MEDIUM,16.0,1.0,Ferrari,84.894,2024,13,Hungarian Grand Prix
LEC,17.0,0 days 00:01:24.853000,4.0,MEDIUM,17.0,1.0,Ferrari,84.853,2024,13,Hungarian Grand Prix
LEC,18.0,0 days 00:01:24.707000,3.0,MEDIUM,18.0,1.0,Ferrari,84.707,2024,13,Hungarian Grand Prix
LEC,19.0,0 days 00:01:24.625000,2.0,MEDIUM,19.0,1.0,Ferrari,84.625,2024,13,Hungarian Grand Prix
LEC,20.0,0 days 00:01:24.513000,2.0,MEDIUM,20.0,1.0,Ferrari,84.513,2024,13,Hungarian Grand Prix
LEC,21.0,0 days 00:01:24.531000,2.0,MEDIUM,21.0,1.0,Ferrari,84.531,2024,13,Hungarian Grand Prix
LEC,22.0,0 days 00:01:24.471000,1.0,MEDIUM,22.0,1.0,Ferrari,84.471,2024,13,Hungarian Grand Prix
LEC,23.0,0 days 00:01:26.918000,1.0,MEDIUM,23.0,1.0,Ferrari,86.918,2024,13,Hungarian Grand Prix
LEC,24.0,0 days 00:01:42.028000,5.0,HARD,1.0,2.0,Ferrari,102.028,2024,13,Hungarian Grand Prix
LEC,25.0,0 days 00:01:23.071000,5.0,HARD,2.0,2.0,Ferrari,83.071,2024,13,Hungarian Grand Prix
LEC,26.0,0 days 00:01:23.296000,5.0,HARD,3.0,2.0,Ferrari,83.296,2024,13,Hungarian Grand Prix
LEC,27.0,0 days 00:01:22.892000,5.0,HARD,4.0,2.0,Ferrari,82.892,2024,13,Hungarian Grand Prix
LEC,28.0,0 days 00:01:22.359000,5.0,HARD,5.0,2.0,Ferrari,82.359,2024,13,Hungarian Grand Prix
LEC,29.0,0 days 00:01:22.182000,5.0,HARD,6.0,2.0,Ferrari,82.182,2024,13,Hungarian Grand Prix
LEC,30.0,0 days 00:01:22.700000,5.0,HARD,7.0,2.0,Ferrari,82.7,2024,13,Hungarian Grand Prix
LEC,31.0,0 days 00:01:22.776000,5.0,HARD,8.0,2.0,Ferrari,82.776,2024,13,Hungarian Grand Prix
LEC,32.0,0 days 00:01:22.795000,5.0,HARD,9.0,2.0,Ferrari,82.795,2024,13,Hungarian Grand Prix
LEC,33.0,0 days 00:01:23.066000,5.0,HARD,10.0,2.0,Ferrari,83.066,2024,13,Hungarian Grand Prix
LEC,34.0,0 days 00:01:23.207000,5.0,HARD,11.0,2.0,Ferrari,83.207,2024,13,Hungarian Grand Prix
LEC,35.0,0 days 00:01:23.845000,5.0,HARD,12.0,2.0,Ferrari,83.845,2024,13,Hungarian Grand Prix
LEC,36.0,0 days 00:01:24.123000,5.0,HARD,13.0,2.0,Ferrari,84.123,2024,13,Hungarian Grand Prix
LEC,37.0,0 days 00:01:24.077000,5.0,HARD,14.0,2.0,Ferrari,84.077,2024,13,Hungarian Grand Prix
LEC,38.0,0 days 00:01:24.912000,5.0,HARD,15.0,2.0,Ferrari,84.912,2024,13,Hungarian Grand Prix
LEC,39.0,0 days 00:01:24.452000,5.0,HARD,16.0,2.0,Ferrari,84.452,2024,13,Hungarian Grand Prix
LEC,40.0,0 days 00:01:27.274000,5.0,HARD,17.0,2.0,Ferrari,87.274,2024,13,Hungarian Grand Prix
LEC,41.0,0 days 00:01:40.816000,6.0,MEDIUM,1.0,3.0,Ferrari,100.816,2024,13,Hungarian Grand Prix
LEC,42.0,0 days 00:01:22.762000,6.0,MEDIUM,2.0,3.0,Ferrari,82.762,2024,13,Hungarian Grand Prix
LEC,43.0,0 days 00:01:22.967000,6.0,MEDIUM,3.0,3.0,Ferrari,82.967,2024,13,Hungarian Grand Prix
LEC,44.0,0 days 00:01:23.186000,6.0,MEDIUM,4.0,3.0,Ferrari,83.186,2024,13,Hungarian Grand Prix
LEC,45.0,0 days 00:01:23.042000,6.0,MEDIUM,5.0,3.0,Ferrari,83.042,2024,13,Hungarian Grand Prix
LEC,46.0,0 days 00:01:22.923000,6.0,MEDIUM,6.0,3.0,Ferrari,82.923,2024,13,Hungarian Grand Prix
LEC,47.0,0 days 00:01:23.379000,6.0,MEDIUM,7.0,3.0,Ferrari,83.379,2024,13,Hungarian Grand Prix
LEC,48.0,0 days 00:01:23.051000,5.0,MEDIUM,8.0,3.0,Ferrari,83.051,2024,13,Hungarian Grand Prix
LEC,49.0,0 days 00:01:22.674000,5.0,MEDIUM,9.0,3.0,Ferrari,82.674,2024,13,Hungarian Grand Prix
LEC,50.0,0 days 00:01:22.726000,4.0,MEDIUM,10.0,3.0,Ferrari,82.726,2024,13,Hungarian Grand Prix
LEC,51.0,0 days 00:01:22.910000,4.0,MEDIUM,11.0,3.0,Ferrari,82.91,2024,13,Hungarian Grand Prix
LEC,52.0,0 days 00:01:22.834000,4.0,MEDIUM,12.0,3.0,Ferrari,82.834,2024,13,Hungarian Grand Prix
LEC,53.0,0 days 00:01:22.826000,4.0,MEDIUM,13.0,3.0,Ferrari,82.826,2024,13,Hungarian Grand Prix
LEC,54.0,0 days 00:01:22.299000,4.0,MEDIUM,14.0,3.0,Ferrari,82.299,2024,13,Hungarian Grand Prix
LEC,55.0,0 days 00:01:22.964000,4.0,MEDIUM,15.0,3.0,Ferrari,82.964,2024,13,Hungarian Grand Prix
LEC,56.0,0 days 00:01:23.019000,4.0,MEDIUM,16.0,3.0,Ferrari,83.019,2024,13,Hungarian Grand Prix
LEC,57.0,0 days 00:01:24.626000,5.0,MEDIUM,17.0,3.0,Ferrari,84.626,2024,13,Hungarian Grand Prix
LEC,58.0,0 days 00:01:23.592000,5.0,MEDIUM,18.0,3.0,Ferrari,83.592,2024,13,Hungarian Grand Prix
LEC,59.0,0 days 00:01:22.569000,5.0,MEDIUM,19.0,3.0,Ferrari,82.569,2024,13,Hungarian Grand Prix
LEC,60.0,0 days 00:01:22.580000,5.0,MEDIUM,20.0,3.0,Ferrari,82.58,2024,13,Hungarian Grand Prix
LEC,61.0,0 days 00:01:22.894000,5.0,MEDIUM,21.0,3.0,Ferrari,82.894,2024,13,Hungarian Grand Prix
LEC,62.0,0 days 00:01:23.122000,5.0,MEDIUM,22.0,3.0,Ferrari,83.122,2024,13,Hungarian Grand Prix
LEC,63.0,0 days 00:01:22.977000,4.0,MEDIUM,23.0,3.0,Ferrari,82.977,2024,13,Hungarian Grand Prix
LEC,64.0,0 days 00:01:23.391000,4.0,MEDIUM,24.0,3.0,Ferrari,83.391,2024,13,Hungarian Grand Prix
LEC,65.0,0 days 00:01:23.063000,4.0,MEDIUM,25.0,3.0,Ferrari,83.063,2024,13,Hungarian Grand Prix
LEC,66.0,0 days 00:01:23.387000,4.0,MEDIUM,26.0,3.0,Ferrari,83.387,2024,13,Hungarian Grand Prix
LEC,67.0,0 days 00:01:23.030000,4.0,MEDIUM,27.0,3.0,Ferrari,83.03,2024,13,Hungarian Grand Prix
LEC,68.0,0 days 00:01:22.870000,4.0,MEDIUM,28.0,3.0,Ferrari,82.87,2024,13,Hungarian Grand Prix
LEC,69.0,0 days 00:01:23.118000,4.0,MEDIUM,29.0,3.0,Ferrari,83.118,2024,13,Hungarian Grand Prix
LEC,70.0,0 days 00:01:23.109000,4.0,MEDIUM,30.0,3.0,Ferrari,83.109,2024,13,Hungarian Grand Prix
VER,1.0,0 days 00:01:28.336000,2.0,MEDIUM,1.0,1.0,Red Bull Racing,88.336,2024,13,Hungarian Grand Prix
VER,2.0,0 days 00:01:24.026000,2.0,MEDIUM,2.0,1.0,Red Bull Racing,84.026,2024,13,Hungarian Grand Prix
VER,3.0,0 days 00:01:24.075000,2.0,MEDIUM,3.0,1.0,Red Bull Racing,84.075,2024,13,Hungarian Grand Prix
VER,4.0,0 days 00:01:26.075000,3.0,MEDIUM,4.0,1.0,Red Bull Racing,86.075,2024,13,Hungarian Grand Prix
VER,5.0,0 days 00:01:23.979000,3.0,MEDIUM,5.0,1.0,Red Bull Racing,83.979,2024,13,Hungarian Grand Prix
VER,6.0,0 days 00:01:24.255000,3.0,MEDIUM,6.0,1.0,Red Bull Racing,84.255,2024,13,Hungarian Grand Prix
VER,7.0,0 days 00:01:24.380000,3.0,MEDIUM,7.0,1.0,Red Bull Racing,84.38,2024,13,Hungarian Grand Prix
VER,8.0,0 days 00:01:24.292000,3.0,MEDIUM,8.0,1.0,Red Bull Racing,84.292,2024,13,Hungarian Grand Prix
VER,9.0,0 days 00:01:24.444000,3.0,MEDIUM,9.0,1.0,Red Bull Racing,84.444,2024,13,Hungarian Grand Prix
VER,10.0,0 days 00:01:24.514000,3.0,MEDIUM,10.0,1.0,Red Bull Racing,84.514,2024,13,Hungarian Grand Prix
VER,11.0,0 days 00:01:24.374000,3.0,MEDIUM,11.0,1.0,Red Bull Racing,84.374,2024,13,Hungarian Grand Prix
VER,12.0,0 days 00:01:24.422000,3.0,MEDIUM,12.0,1.0,Red Bull Racing,84.422,2024,13,Hungarian Grand Prix
VER,13.0,0 days 00:01:24.769000,3.0,MEDIUM,13.0,1.0,Red Bull Racing,84.769,2024,13,Hungarian Grand Prix
VER,14.0,0 days 00:01:24.752000,3.0,MEDIUM,14.0,1.0,Red Bull Racing,84.752,2024,13,Hungarian Grand Prix
VER,15.0,0 days 00:01:24.538000,3.0,MEDIUM,15.0,1.0,Red Bull Racing,84.538,2024,13,Hungarian Grand Prix
VER,16.0,0 days 00:01:24.778000,3.0,MEDIUM,16.0,1.0,Red Bull Racing,84.778,2024,13,Hungarian Grand Prix
VER,17.0,0 days 00:01:24.690000,3.0,MEDIUM,17.0,1.0,Red Bull Racing,84.69,2024,13,Hungarian Grand Prix
VER,18.0,0 days 00:01:24.691000,2.0,MEDIUM,18.0,1.0,Red Bull Racing,84.691,2024,13,Hungarian Grand Prix
VER,19.0,0 days 00:01:24.523000,1.0,MEDIUM,19.0,1.0,Red Bull Racing,84.523,2024,13,Hungarian Grand Prix
VER,20.0,0 days 00:01:24.501000,1.0,MEDIUM,20.0,1.0,Red Bull Racing,84.501,2024,13,Hungarian Grand Prix
VER,21.0,0 days 00:01:27.027000,1.0,MEDIUM,21.0,1.0,Red Bull Racing,87.027,2024,13,Hungarian Grand Prix
VER,22.0,0 days 00:01:41.788000,5.0,HARD,1.0,2.0,Red Bull Racing,101.788,2024,13,Hungarian Grand Prix
VER,23.0,0 days 00:01:22.769000,5.0,HARD,2.0,2.0,Red Bull Racing,82.769,2024,13,Hungarian Grand Prix
VER,24.0,0 days 00:01:22.791000,4.0,HARD,3.0,2.0,Red Bull Racing,82.791,2024,13,Hungarian Grand Prix
VER,25.0,0 days 00:01:22.782000,4.0,HARD,4.0,2.0,Red Bull Racing,82.782,2024,13,Hungarian Grand Prix
VER,26.0,0 days 00:01:22.716000,4.0,HARD,5.0,2.0,Red Bull Racing,82.716,2024,13,Hungarian Grand Prix
VER,27.0,0 days 00:01:22.655000,4.0,HARD,6.0,2.0,Red Bull Racing,82.655,2024,13,Hungarian Grand Prix
VER,28.0,0 days 00:01:22.763000,4.0,HARD,7.0,2.0,Red Bull Racing,82.763,2024,13,Hungarian Grand Prix
VER,29.0,0 days 00:01:22.807000,4.0,HARD,8.0,2.0,Red Bull Racing,82.807,2024,13,Hungarian Grand Prix
VER,30.0,0 days 00:01:23.150000,4.0,HARD,9.0,2.0,Red Bull Racing,83.15,2024,13,Hungarian Grand Prix
VER,31.0,0 days 00:01:23.416000,4.0,HARD,10.0,2.0,Red Bull Racing,83.416,2024,13,Hungarian Grand Prix
VER,32.0,0 days 00:01:23.134000,4.0,HARD,11.0,2.0,Red Bull Racing,83.134,2024,13,Hungarian Grand Prix
VER,33.0,0 days 00:01:23.585000,4.0,HARD,12.0,2.0,Red Bull Racing,83.585,2024,13,Hungarian Grand Prix
