Season,Round,RaceName,Driver,Team,LapNumber,Stint,Compound,PitDuration_s
2024,20,Mexico City Grand Prix,GAS,Alpine,28.0,1.0,MEDIUM,
2024,20,Mexico City Grand Prix,STR,Aston Martin,26.0,1.0,MEDIUM,
2024,20,Mexico City Grand Prix,COL,Williams,47.0,1.0,HARD,
2024,20,Mexico City Grand Prix,OCO,Alpine,48.0,1.0,HARD,
2024,20,Mexico City Grand Prix,BOT,Kick Sauber,49.0,1.0,HARD,
2024,20,Mexico City Grand Prix,ZHO,Kick Sauber,43.0,1.0,HARD,
2024,20,Mexico City Grand Prix,LAW,RB,39.0,1.0,HARD,
2024,20,Mexico City Grand Prix,LAW,RB,65.0,2.0,MEDIUM,
2024,20,Mexico City Grand Prix,PER,Red Bull Racing,20.0,1.0,HARD,
2024,20,Mexico City Grand Prix,PER,Red Bull Racing,43.0,2.0,MEDIUM,
2024,20,Mexico City Grand Prix,PER,Red Bull Racing,68.0,3.0,MEDIUM,
2024,20,Mexico City Grand Prix,ALO,Aston Martin,15.0,1.0,MEDIUM,
2024,21,São Paulo Grand Prix,VER,Red Bull Racing,32.0,1.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,GAS,Alpine,32.0,1.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,PER,Red Bull Racing,27.0,1.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,PER,Red Bull Racing,32.0,2.0,WET,
2024,21,São Paulo Grand Prix,ALO,Aston Martin,27.0,1.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,ALO,Aston Martin,32.0,2.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,LEC,Ferrari,24.0,1.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,LEC,Ferrari,32.0,2.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,TSU,RB,28.0,1.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,TSU,RB,32.0,2.0,WET,
2024,21,São Paulo Grand Prix,ZHO,Kick Sauber,27.0,1.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,ZHO,Kick Sauber,28.0,2.0,INTERMEDIATE,-100.586
2024,21,São Paulo Grand Prix,ZHO,Kick Sauber,31.0,3.0,WET,
2024,21,São Paulo Grand Prix,ZHO,Kick Sauber,32.0,4.0,INTERMEDIATE,-109.929
2024,21,São Paulo Grand Prix,HUL,Haas F1 Team,25.0,1.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,HUL,Haas F1 Team,27.0,2.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,HUL,Haas F1 Team,29.0,3.0,WET,
2024,21,São Paulo Grand Prix,HUL,Haas F1 Team,30.0,4.0,INTERMEDIATE,-141.23
2024,21,São Paulo Grand Prix,LAW,RB,28.0,1.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,LAW,RB,32.0,2.0,WET,
2024,21,São Paulo Grand Prix,OCO,Alpine,32.0,1.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,NOR,McLaren,28.0,1.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,NOR,McLaren,32.0,2.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,COL,Williams,26.0,1.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,COL,Williams,30.0,2.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,HAM,Mercedes,27.0,1.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,HAM,Mercedes,32.0,2.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,BEA,Haas F1 Team,27.0,1.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,BEA,Haas F1 Team,32.0,2.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,SAI,Ferrari,27.0,1.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,SAI,Ferrari,32.0,2.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,RUS,Mercedes,28.0,1.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,RUS,Mercedes,32.0,2.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,BOT,Kick Sauber,32.0,1.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,PIA,McLaren,27.0,1.0,INTERMEDIATE,
2024,21,São Paulo Grand Prix,PIA,McLaren,32.0,2.0,INTERMEDIATE,
2024,22,Las Vegas Grand Prix,RUS,Mercedes,12.0,1.0,MEDIUM,
2024,22,Las Vegas Grand Prix,RUS,Mercedes,32.0,2.0,HARD,
2024,22,Las Vegas Grand Prix,HAM,Mercedes,13.0,1.0,MEDIUM,
2024,22,Las Vegas Grand Prix,HAM,Mercedes,27.0,2.0,HARD,
2024,22,Las Vegas Grand Prix,SAI,Ferrari,10.0,1.0,MEDIUM,
2024,22,Las Vegas Grand Prix,SAI,Ferrari,28.0,2.0,HARD,
2024,22,Las Vegas Grand Prix,LEC,Ferrari,9.0,1.0,MEDIUM,
2024,22,Las Vegas Grand Prix,LEC,Ferrari,31.0,2.0,HARD,
2024,22,Las Vegas Grand Prix,VER,Red Bull Racing,11.0,1.0,MEDIUM,
2024,22,Las Vegas Grand Prix,VER,Red Bull Racing,27.0,2.0,HARD,
2024,22,Las Vegas Grand Prix,NOR,McLaren,9.0,1.0,MEDIUM,
2024,22,Las Vegas Grand Prix,NOR,McLaren,30.0,2.0,HARD,
2024,22,Las Vegas Grand Prix,NOR,McLaren,48.0,3.0,HARD,
2024,22,Las Vegas Grand Prix,PIA,McLaren,10.0,1.0,MEDIUM,
2024,22,Las Vegas Grand Prix,PIA,McLaren,25.0,2.0,HARD,
2024,22,Las Vegas Grand Prix,HUL,Haas F1 Team,14.0,1.0,MEDIUM,
2024,22,Las Vegas Grand Prix,HUL,Haas F1 Team,33.0,2.0,HARD,
2024,22,Las Vegas Grand Prix,TSU,RB,10.0,1.0,MEDIUM,
2024,22,Las Vegas Grand Prix,TSU,RB,29.0,2.0,HARD,
2024,22,Las Vegas Grand Prix,PER,Red Bull Racing,17.0,1.0,HARD,
2024,22,Las Vegas Grand Prix,PER,Red Bull Racing,32.0,2.0,MEDIUM,
2024,22,Las Vegas Grand Prix,ALO,Aston Martin,4.0,1.0,SOFT,
2024,22,Las Vegas Grand Prix,ALO,Aston Martin,24.0,2.0,HARD,
2024,22,Las Vegas Grand Prix,MAG,Haas F1 Team,17.0,1.0,MEDIUM,
2024,22,Las Vegas Grand Prix,ZHO,Kick Sauber,11.0,1.0,MEDIUM,
2024,22,Las Vegas Grand Prix,ZHO,Kick Sauber,34.0,2.0,HARD,
2024,22,Las Vegas Grand Prix,COL,Williams,16.0,1.0,HARD,
2024,22,Las Vegas Grand Prix,COL,Williams,26.0,2.0,MEDIUM,
2024,22,Las Vegas Grand Prix,STR,Aston Martin,9.0,1.0,MEDIUM,
2024,22,Las Vegas Grand Prix,STR,Aston Martin,28.0,2.0,HARD,
2024,22,Las Vegas Grand Prix,LAW,RB,11.0,1.0,MEDIUM,
2024,22,Las Vegas Grand Prix,LAW,RB,38.0,2.0,HARD,
2024,22,Las Vegas Grand Prix,OCO,Alpine,11.0,1.0,MEDIUM,
2024,22,Las Vegas Grand Prix,OCO,Alpine,12.0,2.0,MEDIUM,-99.268
2024,22,Las Vegas Grand Prix,OCO,Alpine,45.0,3.0,HARD,
2024,22,Las Vegas Grand Prix,BOT,Kick Sauber,17.0,1.0,HARD,
2024,22,Las Vegas Grand Prix,BOT,Kick Sauber,35.0,2.0,MEDIUM,
2024,22,Las Vegas Grand Prix,ALB,Williams,9.0,1.0,MEDIUM,
2024,22,Las Vegas Grand Prix,ALB,Williams,25.0,2.0,HARD,
2024,22,Las Vegas Grand Prix,GAS,Alpine,10.0,1.0,MEDIUM,
2024,22,Las Vegas Grand Prix,GAS,Alpine,15.0,2.0,HARD,
2024,23,Qatar Grand Prix,VER,Red Bull Racing,35.0,1.0,MEDIUM,
2024,23,Qatar Grand Prix,VER,Red Bull Racing,36.0,2.0,HARD,-140.907
2024,23,Qatar Grand Prix,VER,Red Bull Racing,37.0,3.0,HARD,-144.613
2024,23,Qatar Grand Prix,GAS,Alpine,35.0,1.0,MEDIUM,
2024,23,Qatar Grand Prix,GAS,Alpine,36.0,2.0,HARD,-113.344
2024,23,Qatar Grand Prix,GAS,Alpine,37.0,3.0,HARD,-117.652
2024,23,Qatar Grand Prix,PER,Red Bull Racing,35.0,1.0,MEDIUM,
2024,23,Qatar Grand Prix,PER,Red Bull Racing,36.0,2.0,HARD,-115.483
2024,23,Qatar Grand Prix,PER,Red Bull Racing,37.0,3.0,HARD,-134.327
2024,23,Qatar Grand Prix,ALO,Aston Martin,35.0,1.0,MEDIUM,
2024,23,Qatar Grand Prix,ALO,Aston Martin,36.0,2.0,HARD,-117.682
2024,23,Qatar Grand Prix,ALO,Aston Martin,37.0,3.0,MEDIUM,-106.047
2024,23,Qatar Grand Prix,LEC,Ferrari,35.0,1.0,MEDIUM,
2024,23,Qatar Grand Prix,LEC,Ferrari,36.0,2.0,HARD,-128.159
2024,23,Qatar Grand Prix,LEC,Ferrari,37.0,3.0,HARD,-141.022
2024,23,Qatar Grand Prix,STR,Aston Martin,1.0,1.0,MEDIUM,
2024,23,Qatar Grand Prix,STR,Aston Martin,7.0,2.0,HARD,
2024,23,Qatar Grand Prix,STR,Aston Martin,8.0,3.0,HARD,-98.845
2024,23,Qatar Grand Prix,MAG,Haas F1 Team,27.0,1.0,MEDIUM,
2024,23,Qatar Grand Prix,MAG,Haas F1 Team,36.0,2.0,HARD,
2024,23,Qatar Grand Prix,MAG,Haas F1 Team,37.0,3.0,HARD,-106.347
2024,23,Qatar Grand Prix,TSU,RB,35.0,1.0,MEDIUM,
2024,23,Qatar Grand Prix,TSU,RB,36.0,2.0,HARD,-114.202
2024,23,Qatar Grand Prix,TSU,RB,37.0,3.0,HARD,-95.141
2024,23,Qatar Grand Prix,TSU,RB,40.0,4.0,HARD,
2024,23,Qatar Grand Prix,ALB,Williams,35.0,1.0,MEDIUM,
2024,23,Qatar Grand Prix,ALB,Williams,36.0,2.0,SOFT,-113.541
2024,23,Qatar Grand Prix,ALB,Williams,37.0,3.0,SOFT,-94.712
2024,23,Qatar Grand Prix,ALB,Williams,55.0,4.0,SOFT,
2024,23,Qatar Grand Prix,ZHO,Kick Sauber,35.0,1.0,MEDIUM,
2024,23,Qatar Grand Prix,ZHO,Kick Sauber,36.0,2.0,HARD,-116.263
2024,23,Qatar Grand Prix,ZHO,Kick Sauber,37.0,3.0,HARD,-104.715
2024,23,Qatar Grand Prix,HUL,Haas F1 Team,1.0,1.0,HARD,
2024,23,Qatar Grand Prix,HUL,Haas F1 Team,31.0,2.0,HARD,
2024,23,Qatar Grand Prix,HUL,Haas F1 Team,36.0,3.0,MEDIUM,
2024,23,Qatar Grand Prix,HUL,Haas F1 Team,37.0,4.0,MEDIUM,-94.226
2024,23,Qatar Grand Prix,LAW,RB,35.0,1.0,MEDIUM,
2024,23,Qatar Grand Prix,LAW,RB,36.0,2.0,HARD,-114.428
2024,23,Qatar Grand Prix,LAW,RB,37.0,3.0,HARD,-92.926
2024,23,Qatar Grand Prix,LAW,RB,40.0,4.0,HARD,
2024,23,Qatar Grand Prix,NOR,McLaren,35.0,1.0,MEDIUM,
2024,23,Qatar Grand Prix,NOR,McLaren,36.0,2.0,HARD,-141.517
2024,23,Qatar Grand Prix,NOR,McLaren,37.0,3.0,HARD,-141.173
2024,23,Qatar Grand Prix,NOR,McLaren,45.0,4.0,HARD,
2024,23,Qatar Grand Prix,HAM,Mercedes,34.0,1.0,MEDIUM,
2024,23,Qatar Grand Prix,HAM,Mercedes,35.0,2.0,HARD,-139.835
2024,23,Qatar Grand Prix,HAM,Mercedes,36.0,3.0,HARD,-145.427
2024,23,Qatar Grand Prix,HAM,Mercedes,47.0,4.0,HARD,
2024,23,Qatar Grand Prix,SAI,Ferrari,34.0,1.0,MEDIUM,
2024,23,Qatar Grand Prix,SAI,Ferrari,36.0,2.0,HARD,
2024,23,Qatar Grand Prix,SAI,Ferrari,37.0,3.0,HARD,-108.432
2024,23,Qatar Grand Prix,RUS,Mercedes,23.0,1.0,MEDIUM,
2024,23,Qatar Grand Prix,RUS,Mercedes,35.0,2.0,HARD,
2024,23,Qatar Grand Prix,RUS,Mercedes,36.0,3.0,HARD,-114.311
2024,23,Qatar Grand Prix,RUS,Mercedes,37.0,4.0,HARD,-109.562
2024,23,Qatar Grand Prix,BOT,Kick Sauber,24.0,1.0,MEDIUM,
2024,23,Qatar Grand Prix,BOT,Kick Sauber,35.0,2.0,HARD,
2024,23,Qatar Grand Prix,BOT,Kick Sauber,36.0,3.0,MEDIUM,-140.972
2024,23,Qatar Grand Prix,PIA,McLaren,34.0,1.0,MEDIUM,
2024,23,Qatar Grand Prix,PIA,McLaren,36.0,2.0,HARD,
2024,23,Qatar Grand Prix,PIA,McLaren,37.0,3.0,HARD,-141.942
2024,24,Abu Dhabi Grand Prix,VER,Red Bull Racing,29.0,1.0,MEDIUM,
2024,24,Abu Dhabi Grand Prix,GAS,Alpine,14.0,1.0,MEDIUM,
2024,24,Abu Dhabi Grand Prix,ALO,Aston Martin,13.0,1.0,MEDIUM,
2024,24,Abu Dhabi Grand Prix,ALO,Aston Martin,37.0,2.0,HARD,
2024,24,Abu Dhabi Grand Prix,LEC,Ferrari,20.0,1.0,MEDIUM,
2024,24,Abu Dhabi Grand Prix,STR,Aston Martin,11.0,1.0,MEDIUM,
2024,24,Abu Dhabi Grand Prix,STR,Aston Martin,32.0,2.0,HARD,
2024,24,Abu Dhabi Grand Prix,MAG,Haas F1 Team,12.0,1.0,MEDIUM,
2024,24,Abu Dhabi Grand Prix,MAG,Haas F1 Team,29.0,2.0,HARD,
2024,24,Abu Dhabi Grand Prix,MAG,Haas F1 Team,30.0,3.0,HARD,-100.411
2024,24,Abu Dhabi Grand Prix,MAG,Haas F1 Team,55.0,4.0,SOFT,
2024,24,Abu Dhabi Grand Prix,TSU,RB,22.0,1.0,MEDIUM,
2024,24,Abu Dhabi Grand Prix,ALB,Williams,12.0,1.0,MEDIUM,
2024,24,Abu Dhabi Grand Prix,ZHO,Kick Sauber,12.0,1.0,MEDIUM,
2024,24,Abu Dhabi Grand Prix,ZHO,Kick Sauber,39.0,2.0,HARD,
2024,24,Abu Dhabi Grand Prix,HUL,Haas F1 Team,13.0,1.0,MEDIUM,
2024,24,Abu Dhabi Grand Prix,LAW,RB,23.0,1.0,MEDIUM,
2024,24,Abu Dhabi Grand Prix,LAW,RB,24.0,2.0,HARD,-93.052
2024,24,Abu Dhabi Grand Prix,LAW,RB,29.0,3.0,HARD,
2024,24,Abu Dhabi Grand Prix,NOR,McLaren,26.0,1.0,MEDIUM,
2024,24,Abu Dhabi Grand Prix,COL,Williams,3.0,1.0,MEDIUM,
2024,24,Abu Dhabi Grand Prix,COL,Williams,26.0,2.0,HARD,
2024,24,Abu Dhabi Grand Prix,HAM,Mercedes,34.0,1.0,HARD,
2024,24,Abu Dhabi Grand Prix,SAI,Ferrari,25.0,1.0,MEDIUM,
2024,24,Abu Dhabi Grand Prix,DOO,Alpine,22.0,1.0,MEDIUM,
2024,24,Abu Dhabi Grand Prix,RUS,Mercedes,26.0,1.0,MEDIUM,
2024,24,Abu Dhabi Grand Prix,BOT,Kick Sauber,6.0,1.0,MEDIUM,
2024,24,Abu Dhabi Grand Prix,BOT,Kick Sauber,30.0,2.0,HARD,
2024,24,Abu Dhabi Grand Prix,PIA,McLaren,4.0,1.0,MEDIUM,
2024,24,Abu Dhabi Grand Prix,PIA,McLaren,32.0,2.0,HARD,
