Season,Round,RaceName,Driver,Team,LapNumber,Stint,Compound,PitDuration_s
2024,10,Spanish Grand Prix,LEC,Ferrari,47.0,2.0,MEDIUM,
2024,10,Spanish Grand Prix,SAI,Ferrari,15.0,1.0,SOFT,
2024,10,Spanish Grand Prix,SAI,Ferrari,36.0,2.0,MEDIUM,
2024,10,Spanish Grand Prix,PIA,McLaren,21.0,1.0,SOFT,
2024,10,Spanish Grand Prix,PIA,McLaren,46.0,2.0,MEDIUM,
2024,10,Spanish Grand Prix,PER,Red Bull Racing,13.0,1.0,SOFT,
2024,10,Spanish Grand Prix,PER,Red Bull Racing,31.0,2.0,SOFT,
2024,10,Spanish Grand Prix,PER,Red Bull Racing,49.0,3.0,MEDIUM,
2024,10,Spanish Grand Prix,GAS,Alpine,14.0,1.0,SOFT,
2024,10,Spanish Grand Prix,GAS,Alpine,38.0,2.0,MEDIUM,
2024,10,Spanish Grand Prix,OCO,Alpine,13.0,1.0,SOFT,
2024,10,Spanish Grand Prix,OCO,Alpine,37.0,2.0,MEDIUM,
2024,10,Spanish Grand Prix,HUL,Haas F1 Team,12.0,1.0,SOFT,
2024,10,Spanish Grand Prix,HUL,Haas F1 Team,38.0,2.0,MEDIUM,
2024,10,Spanish Grand Prix,ALO,Aston Martin,19.0,1.0,SOFT,
2024,10,Spanish Grand Prix,ALO,Aston Martin,45.0,2.0,MEDIUM,
2024,10,Spanish Grand Prix,ZHO,Kick Sauber,9.0,1.0,SOFT,
2024,10,Spanish Grand Prix,ZHO,Kick Sauber,41.0,2.0,MEDIUM,
2024,10,Spanish Grand Prix,STR,Aston Martin,17.0,1.0,SOFT,
2024,10,Spanish Grand Prix,STR,Aston Martin,37.0,2.0,MEDIUM,
2024,10,Spanish Grand Prix,RIC,RB,16.0,1.0,SOFT,
2024,10,Spanish Grand Prix,RIC,RB,42.0,2.0,MEDIUM,
2024,10,Spanish Grand Prix,BOT,Kick Sauber,11.0,1.0,SOFT,
2024,10,Spanish Grand Prix,BOT,Kick Sauber,28.0,2.0,SOFT,
2024,10,Spanish Grand Prix,MAG,Haas F1 Team,10.0,1.0,SOFT,
2024,10,Spanish Grand Prix,MAG,Haas F1 Team,29.0,2.0,MEDIUM,
2024,10,Spanish Grand Prix,ALB,Williams,18.0,1.0,MEDIUM,
2024,10,Spanish Grand Prix,ALB,Williams,43.0,2.0,SOFT,
2024,10,Spanish Grand Prix,TSU,RB,9.0,1.0,SOFT,
2024,10,Spanish Grand Prix,TSU,RB,27.0,2.0,MEDIUM,
2024,10,Spanish Grand Prix,TSU,RB,44.0,3.0,HARD,
2024,10,Spanish Grand Prix,SAR,Williams,14.0,1.0,SOFT,
2024,10,Spanish Grand Prix,SAR,Williams,34.0,2.0,MEDIUM,
2024,11,Austrian Grand Prix,RUS,Mercedes,22.0,1.0,MEDIUM,
2024,11,Austrian Grand Prix,RUS,Mercedes,46.0,2.0,MEDIUM,
2024,11,Austrian Grand Prix,PIA,McLaren,25.0,1.0,MEDIUM,
2024,11,Austrian Grand Prix,PIA,McLaren,51.0,2.0,HARD,
2024,11,Austrian Grand Prix,SAI,Ferrari,22.0,1.0,MEDIUM,
2024,11,Austrian Grand Prix,SAI,Ferrari,47.0,2.0,HARD,
2024,11,Austrian Grand Prix,HAM,Mercedes,21.0,1.0,MEDIUM,
2024,11,Austrian Grand Prix,HAM,Mercedes,53.0,2.0,HARD,
2024,11,Austrian Grand Prix,VER,Red Bull Racing,23.0,1.0,MEDIUM,
2024,11,Austrian Grand Prix,VER,Red Bull Racing,51.0,2.0,HARD,
2024,11,Austrian Grand Prix,VER,Red Bull Racing,64.0,3.0,MEDIUM,
2024,11,Austrian Grand Prix,HUL,Haas F1 Team,11.0,1.0,MEDIUM,
2024,11,Austrian Grand Prix,HUL,Haas F1 Team,39.0,2.0,HARD,
2024,11,Austrian Grand Prix,PER,Red Bull Racing,21.0,1.0,MEDIUM,
2024,11,Austrian Grand Prix,PER,Red Bull Racing,51.0,2.0,HARD,
2024,11,Austrian Grand Prix,MAG,Haas F1 Team,10.0,1.0,MEDIUM,
2024,11,Austrian Grand Prix,MAG,Haas F1 Team,38.0,2.0,HARD,
2024,11,Austrian Grand Prix,RIC,RB,10.0,1.0,MEDIUM,
2024,11,Austrian Grand Prix,RIC,RB,37.0,2.0,HARD,
2024,11,Austrian Grand Prix,GAS,Alpine,20.0,1.0,MEDIUM,
2024,11,Austrian Grand Prix,GAS,Alpine,42.0,2.0,HARD,
2024,11,Austrian Grand Prix,LEC,Ferrari,1.0,1.0,MEDIUM,
2024,11,Austrian Grand Prix,LEC,Ferrari,16.0,2.0,HARD,
2024,11,Austrian Grand Prix,LEC,Ferrari,33.0,3.0,MEDIUM,
2024,11,Austrian Grand Prix,LEC,Ferrari,51.0,4.0,MEDIUM,
2024,11,Austrian Grand Prix,OCO,Alpine,19.0,1.0,MEDIUM,
2024,11,Austrian Grand Prix,OCO,Alpine,43.0,2.0,HARD,
2024,11,Austrian Grand Prix,STR,Aston Martin,20.0,1.0,MEDIUM,
2024,11,Austrian Grand Prix,STR,Aston Martin,43.0,2.0,MEDIUM,
2024,11,Austrian Grand Prix,TSU,RB,21.0,1.0,MEDIUM,
2024,11,Austrian Grand Prix,TSU,RB,44.0,2.0,HARD,
2024,11,Austrian Grand Prix,ALB,Williams,12.0,1.0,MEDIUM,
2024,11,Austrian Grand Prix,ALB,Williams,39.0,2.0,HARD,
2024,11,Austrian Grand Prix,BOT,Kick Sauber,19.0,1.0,MEDIUM,
2024,11,Austrian Grand Prix,BOT,Kick Sauber,42.0,2.0,HARD,
2024,11,Austrian Grand Prix,ZHO,Kick Sauber,28.0,1.0,HARD,
2024,11,Austrian Grand Prix,ZHO,Kick Sauber,51.0,2.0,MEDIUM,
2024,11,Austrian Grand Prix,ALO,Aston Martin,11.0,1.0,MEDIUM,
2024,11,Austrian Grand Prix,ALO,Aston Martin,35.0,2.0,MEDIUM,
2024,11,Austrian Grand Prix,ALO,Aston Martin,68.0,3.0,HARD,
2024,11,Austrian Grand Prix,SAR,Williams,1.0,1.0,MEDIUM,
2024,11,Austrian Grand Prix,SAR,Williams,20.0,2.0,MEDIUM,
2024,11,Austrian Grand Prix,SAR,Williams,49.0,3.0,HARD,
2024,11,Austrian Grand Prix,NOR,McLaren,23.0,1.0,MEDIUM,
2024,11,Austrian Grand Prix,NOR,McLaren,51.0,2.0,HARD,
2024,11,Austrian Grand Prix,NOR,McLaren,64.0,3.0,MEDIUM,
2024,12,British Grand Prix,HAM,Mercedes,27.0,1.0,MEDIUM,
2024,12,British Grand Prix,HAM,Mercedes,38.0,2.0,INTERMEDIATE,
2024,12,British Grand Prix,VER,Red Bull Racing,26.0,1.0,MEDIUM,
2024,12,British Grand Prix,VER,Red Bull Racing,38.0,2.0,INTERMEDIATE,
2024,12,British Grand Prix,NOR,McLaren,27.0,1.0,MEDIUM,
2024,12,British Grand Prix,NOR,McLaren,39.0,2.0,INTERMEDIATE,
2024,12,British Grand Prix,PIA,McLaren,28.0,1.0,MEDIUM,
2024,12,British Grand Prix,PIA,McLaren,38.0,2.0,INTERMEDIATE,
2024,12,British Grand Prix,SAI,Ferrari,26.0,1.0,MEDIUM,
2024,12,British Grand Prix,SAI,Ferrari,39.0,2.0,INTERMEDIATE,
2024,12,British Grand Prix,SAI,Ferrari,50.0,3.0,HARD,
2024,12,British Grand Prix,HUL,Haas F1 Team,26.0,1.0,MEDIUM,
2024,12,British Grand Prix,HUL,Haas F1 Team,39.0,2.0,INTERMEDIATE,
2024,12,British Grand Prix,STR,Aston Martin,26.0,1.0,MEDIUM,
2024,12,British Grand Prix,STR,Aston Martin,39.0,2.0,INTERMEDIATE,
2024,12,British Grand Prix,ALO,Aston Martin,27.0,1.0,MEDIUM,
2024,12,British Grand Prix,ALO,Aston Martin,38.0,2.0,INTERMEDIATE,
2024,12,British Grand Prix,ALB,Williams,27.0,1.0,MEDIUM,
2024,12,British Grand Prix,ALB,Williams,38.0,2.0,INTERMEDIATE,
2024,12,British Grand Prix,TSU,RB,27.0,1.0,MEDIUM,
2024,12,British Grand Prix,TSU,RB,38.0,2.0,INTERMEDIATE,
2024,12,British Grand Prix,SAR,Williams,27.0,1.0,MEDIUM,
2024,12,British Grand Prix,SAR,Williams,38.0,2.0,INTERMEDIATE,
2024,12,British Grand Prix,MAG,Haas F1 Team,27.0,1.0,MEDIUM,
2024,12,British Grand Prix,MAG,Haas F1 Team,37.0,2.0,INTERMEDIATE,
2024,12,British Grand Prix,RIC,RB,26.0,1.0,MEDIUM,
2024,12,British Grand Prix,RIC,RB,37.0,2.0,INTERMEDIATE,
2024,12,British Grand Prix,LEC,Ferrari,19.0,1.0,MEDIUM,
2024,12,British Grand Prix,LEC,Ferrari,27.0,2.0,INTERMEDIATE,
2024,12,British Grand Prix,LEC,Ferrari,37.0,3.0,INTERMEDIATE,
2024,12,British Grand Prix,BOT,Kick Sauber,26.0,1.0,MEDIUM,
2024,12,British Grand Prix,BOT,Kick Sauber,37.0,2.0,INTERMEDIATE,
2024,12,British Grand Prix,OCO,Alpine,19.0,1.0,SOFT,
2024,12,British Grand Prix,OCO,Alpine,21.0,2.0,INTERMEDIATE,
2024,12,British Grand Prix,OCO,Alpine,26.0,3.0,MEDIUM,
2024,12,British Grand Prix,OCO,Alpine,38.0,4.0,INTERMEDIATE,
2024,12,British Grand Prix,PER,Red Bull Racing,19.0,1.0,HARD,
2024,12,British Grand Prix,PER,Red Bull Racing,28.0,2.0,INTERMEDIATE,
2024,12,British Grand Prix,PER,Red Bull Racing,37.0,3.0,INTERMEDIATE,
2024,12,British Grand Prix,PER,Red Bull Racing,47.0,4.0,MEDIUM,
2024,12,British Grand Prix,ZHO,Kick Sauber,12.0,1.0,SOFT,
2024,12,British Grand Prix,ZHO,Kick Sauber,19.0,2.0,MEDIUM,
2024,12,British Grand Prix,ZHO,Kick Sauber,26.0,3.0,INTERMEDIATE,
2024,12,British Grand Prix,ZHO,Kick Sauber,37.0,4.0,INTERMEDIATE,
2024,12,British Grand Prix,RUS,Mercedes,27.0,1.0,MEDIUM,
2024,12,British Grand Prix,RUS,Mercedes,33.0,2.0,INTERMEDIATE,
2024,13,Hungarian Grand Prix,PIA,McLaren,18.0,1.0,MEDIUM,
2024,13,Hungarian Grand Prix,PIA,McLaren,47.0,2.0,HARD,
2024,13,Hungarian Grand Prix,NOR,McLaren,17.0,1.0,MEDIUM,
2024,13,Hungarian Grand Prix,NOR,McLaren,45.0,2.0,HARD,
2024,13,Hungarian Grand Prix,HAM,Mercedes,16.0,1.0,MEDIUM,
2024,13,Hungarian Grand Prix,HAM,Mercedes,40.0,2.0,HARD,
2024,13,Hungarian Grand Prix,LEC,Ferrari,23.0,1.0,MEDIUM,
2024,13,Hungarian Grand Prix,LEC,Ferrari,40.0,2.0,HARD,
2024,13,Hungarian Grand Prix,VER,Red Bull Racing,21.0,1.0,MEDIUM,
2024,13,Hungarian Grand Prix,VER,Red Bull Racing,49.0,2.0,HARD,
2024,13,Hungarian Grand Prix,SAI,Ferrari,21.0,1.0,MEDIUM,
2024,13,Hungarian Grand Prix,SAI,Ferrari,47.0,2.0,HARD,
2024,13,Hungarian Grand Prix,PER,Red Bull Racing,28.0,1.0,HARD,
2024,13,Hungarian Grand Prix,PER,Red Bull Racing,47.0,2.0,MEDIUM,
2024,13,Hungarian Grand Prix,RUS,Mercedes,33.0,1.0,HARD,
2024,13,Hungarian Grand Prix,RUS,Mercedes,53.0,2.0,MEDIUM,
2024,13,Hungarian Grand Prix,TSU,RB,29.0,1.0,MEDIUM,
2024,13,Hungarian Grand Prix,STR,Aston Martin,14.0,1.0,SOFT,
2024,13,Hungarian Grand Prix,STR,Aston Martin,45.0,2.0,MEDIUM,
2024,13,Hungarian Grand Prix,ALO,Aston Martin,7.0,1.0,SOFT,
2024,13,Hungarian Grand Prix,ALO,Aston Martin,37.0,2.0,MEDIUM,
2024,13,Hungarian Grand Prix,RIC,RB,7.0,1.0,MEDIUM,
2024,13,Hungarian Grand Prix,RIC,RB,28.0,2.0,HARD,
2024,13,Hungarian Grand Prix,HUL,Haas F1 Team,2.0,1.0,MEDIUM,
2024,13,Hungarian Grand Prix,HUL,Haas F1 Team,29.0,2.0,HARD,
2024,13,Hungarian Grand Prix,ALB,Williams,6.0,1.0,SOFT,
2024,13,Hungarian Grand Prix,ALB,Williams,29.0,2.0,HARD,
2024,13,Hungarian Grand Prix,MAG,Haas F1 Team,6.0,1.0,SOFT,
2024,13,Hungarian Grand Prix,MAG,Haas F1 Team,34.0,2.0,HARD,
2024,13,Hungarian Grand Prix,BOT,Kick Sauber,16.0,1.0,MEDIUM,
2024,13,Hungarian Grand Prix,BOT,Kick Sauber,45.0,2.0,HARD,
2024,13,Hungarian Grand Prix,SAR,Williams,8.0,1.0,MEDIUM,
2024,13,Hungarian Grand Prix,SAR,Williams,33.0,2.0,HARD,
2024,13,Hungarian Grand Prix,SAR,Williams,63.0,3.0,HARD,
2024,13,Hungarian Grand Prix,OCO,Alpine,6.0,1.0,MEDIUM,
2024,13,Hungarian Grand Prix,OCO,Alpine,30.0,2.0,HARD,
2024,13,Hungarian Grand Prix,OCO,Alpine,64.0,3.0,HARD,
2024,13,Hungarian Grand Prix,ZHO,Kick Sauber,7.0,1.0,MEDIUM,
2024,13,Hungarian Grand Prix,ZHO,Kick Sauber,36.0,2.0,HARD,
2024,13,Hungarian Grand Prix,GAS,Alpine,28.0,1.0,HARD,
2024,13,Hungarian Grand Prix,GAS,Alpine,33.0,2.0,MEDIUM,
2024,14,Belgian Grand Prix,HAM,Mercedes,11.0,1.0,MEDIUM,
2024,14,Belgian Grand Prix,HAM,Mercedes,26.0,2.0,HARD,
2024,14,Belgian Grand Prix,PIA,McLaren,11.0,1.0,MEDIUM,
2024,14,Belgian Grand Prix,PIA,McLaren,30.0,2.0,HARD,
2024,14,Belgian Grand Prix,LEC,Ferrari,12.0,1.0,MEDIUM,
2024,14,Belgian Grand Prix,LEC,Ferrari,25.0,2.0,HARD,
2024,14,Belgian Grand Prix,VER,Red Bull Racing,10.0,1.0,MEDIUM,
2024,14,Belgian Grand Prix,VER,Red Bull Racing,28.0,2.0,HARD,
2024,14,Belgian Grand Prix,NOR,McLaren,15.0,1.0,MEDIUM,
2024,14,Belgian Grand Prix,NOR,McLaren,29.0,2.0,HARD,
2024,14,Belgian Grand Prix,SAI,Ferrari,20.0,1.0,HARD,
2024,14,Belgian Grand Prix,SAI,Ferrari,28.0,2.0,MEDIUM,
2024,14,Belgian Grand Prix,PER,Red Bull Racing,11.0,1.0,MEDIUM,
2024,14,Belgian Grand Prix,PER,Red Bull Racing,21.0,2.0,MEDIUM,
2024,14,Belgian Grand Prix,PER,Red Bull Racing,42.0,3.0,HARD,
2024,14,Belgian Grand Prix,ALO,Aston Martin,13.0,1.0,MEDIUM,
2024,14,Belgian Grand Prix,OCO,Alpine,12.0,1.0,MEDIUM,
2024,14,Belgian Grand Prix,OCO,Alpine,30.0,2.0,HARD,
2024,14,Belgian Grand Prix,RIC,RB,8.0,1.0,SOFT,
2024,14,Belgian Grand Prix,RIC,RB,21.0,2.0,MEDIUM,
2024,14,Belgian Grand Prix,STR,Aston Martin,12.0,1.0,MEDIUM,
2024,14,Belgian Grand Prix,ALB,Williams,8.0,1.0,MEDIUM,
2024,14,Belgian Grand Prix,ALB,Williams,23.0,2.0,MEDIUM,
2024,14,Belgian Grand Prix,GAS,Alpine,9.0,1.0,MEDIUM,
2024,14,Belgian Grand Prix,GAS,Alpine,28.0,2.0,HARD,
2024,14,Belgian Grand Prix,MAG,Haas F1 Team,17.0,1.0,MEDIUM,
2024,14,Belgian Grand Prix,BOT,Kick Sauber,11.0,1.0,MEDIUM,
2024,14,Belgian Grand Prix,BOT,Kick Sauber,35.0,2.0,HARD,
2024,14,Belgian Grand Prix,TSU,RB,15.0,1.0,MEDIUM,
2024,14,Belgian Grand Prix,SAR,Williams,8.0,1.0,MEDIUM,
2024,14,Belgian Grand Prix,SAR,Williams,24.0,2.0,MEDIUM,
2024,14,Belgian Grand Prix,HUL,Haas F1 Team,7.0,1.0,MEDIUM,
2024,14,Belgian Grand Prix,HUL,Haas F1 Team,20.0,2.0,HARD,
2024,14,Belgian Grand Prix,ZHO,Kick Sauber,5.0,1.0,HARD,
2024,14,Belgian Grand Prix,RUS,Mercedes,10.0,1.0,MEDIUM,
2024,15,Dutch Grand Prix,NOR,McLaren,28.0,1.0,MEDIUM,
2024,15,Dutch Grand Prix,VER,Red Bull Racing,27.0,1.0,MEDIUM,
2024,15,Dutch Grand Prix,LEC,Ferrari,24.0,1.0,MEDIUM,
2024,15,Dutch Grand Prix,PIA,McLaren,33.0,1.0,MEDIUM,
2024,15,Dutch Grand Prix,SAI,Ferrari,30.0,1.0,MEDIUM,
2024,15,Dutch Grand Prix,PER,Red Bull Racing,29.0,1.0,MEDIUM,
2024,15,Dutch Grand Prix,RUS,Mercedes,25.0,1.0,MEDIUM,
2024,15,Dutch Grand Prix,RUS,Mercedes,54.0,2.0,HARD,
2024,15,Dutch Grand Prix,HAM,Mercedes,23.0,1.0,SOFT,
2024,15,Dutch Grand Prix,HAM,Mercedes,48.0,2.0,HARD,
2024,15,Dutch Grand Prix,GAS,Alpine,32.0,1.0,MEDIUM,
2024,15,Dutch Grand Prix,ALO,Aston Martin,31.0,1.0,MEDIUM,
2024,15,Dutch Grand Prix,HUL,Haas F1 Team,14.0,1.0,MEDIUM,
2024,15,Dutch Grand Prix,RIC,RB,29.0,1.0,MEDIUM,
2024,15,Dutch Grand Prix,STR,Aston Martin,30.0,1.0,MEDIUM,
2024,15,Dutch Grand Prix,ALB,Williams,12.0,1.0,MEDIUM,
2024,15,Dutch Grand Prix,ALB,Williams,54.0,2.0,HARD,
2024,15,Dutch Grand Prix,OCO,Alpine,30.0,1.0,MEDIUM,
2024,15,Dutch Grand Prix,SAR,Williams,22.0,1.0,MEDIUM,
2024,15,Dutch Grand Prix,TSU,RB,14.0,1.0,SOFT,
2024,15,Dutch Grand Prix,TSU,RB,32.0,2.0,MEDIUM,
2024,15,Dutch Grand Prix,MAG,Haas F1 Team,40.0,1.0,HARD,
2024,15,Dutch Grand Prix,BOT,Kick Sauber,15.0,1.0,SOFT,
2024,15,Dutch Grand Prix,BOT,Kick Sauber,43.0,2.0,HARD,
2024,15,Dutch Grand Prix,ZHO,Kick Sauber,18.0,1.0,MEDIUM,
2024,15,Dutch Grand Prix,ZHO,Kick Sauber,51.0,2.0,HARD,
2024,16,Italian Grand Prix,LEC,Ferrari,15.0,1.0,MEDIUM,
2024,16,Italian Grand Prix,PIA,McLaren,16.0,1.0,MEDIUM,
2024,16,Italian Grand Prix,PIA,McLaren,38.0,2.0,HARD,
2024,16,Italian Grand Prix,NOR,McLaren,14.0,1.0,MEDIUM,
2024,16,Italian Grand Prix,NOR,McLaren,32.0,2.0,HARD,
2024,16,Italian Grand Prix,SAI,Ferrari,19.0,1.0,MEDIUM,
2024,16,Italian Grand Prix,HAM,Mercedes,15.0,1.0,MEDIUM,
2024,16,Italian Grand Prix,HAM,Mercedes,37.0,2.0,HARD,
2024,16,Italian Grand Prix,VER,Red Bull Racing,22.0,1.0,HARD,
2024,16,Italian Grand Prix,VER,Red Bull Racing,41.0,2.0,HARD,
2024,16,Italian Grand Prix,RUS,Mercedes,11.0,1.0,MEDIUM,
2024,16,Italian Grand Prix,RUS,Mercedes,33.0,2.0,HARD,
2024,16,Italian Grand Prix,PER,Red Bull Racing,23.0,1.0,HARD,
2024,16,Italian Grand Prix,PER,Red Bull Racing,35.0,2.0,HARD,
2024,16,Italian Grand Prix,ALB,Williams,17.0,1.0,MEDIUM,
2024,16,Italian Grand Prix,MAG,Haas F1 Team,14.0,1.0,MEDIUM,
2024,16,Italian Grand Prix,ALO,Aston Martin,12.0,1.0,MEDIUM,
2024,16,Italian Grand Prix,ALO,Aston Martin,35.0,2.0,HARD,
2024,16,Italian Grand Prix,COL,Williams,16.0,1.0,MEDIUM,
2024,16,Italian Grand Prix,RIC,RB,11.0,1.0,MEDIUM,
2024,16,Italian Grand Prix,OCO,Alpine,31.0,1.0,HARD,
2024,16,Italian Grand Prix,GAS,Alpine,10.0,1.0,MEDIUM,
2024,16,Italian Grand Prix,GAS,Alpine,30.0,2.0,HARD,
2024,16,Italian Grand Prix,BOT,Kick Sauber,33.0,1.0,HARD,
2024,16,Italian Grand Prix,HUL,Haas F1 Team,5.0,1.0,MEDIUM,
2024,16,Italian Grand Prix,HUL,Haas F1 Team,32.0,2.0,HARD,
2024,16,Italian Grand Prix,ZHO,Kick Sauber,15.0,1.0,MEDIUM,
2024,16,Italian Grand Prix,STR,Aston Martin,19.0,1.0,HARD,
2024,16,Italian Grand Prix,STR,Aston Martin,36.0,2.0,HARD,
2024,16,Italian Grand Prix,STR,Aston Martin,50.0,3.0,MEDIUM,
2024,16,Italian Grand Prix,TSU,RB,7.0,1.0,HARD,
2024,17,Azerbaijan Grand Prix,VER,Red Bull Racing,12.0,1.0,MEDIUM,
2024,17,Azerbaijan Grand Prix,VER,Red Bull Racing,49.0,2.0,HARD,
2024,17,Azerbaijan Grand Prix,GAS,Alpine,50.0,1.0,HARD,
2024,17,Azerbaijan Grand Prix,PER,Red Bull Racing,13.0,1.0,MEDIUM,
2024,17,Azerbaijan Grand Prix,ALO,Aston Martin,11.0,1.0,MEDIUM,
2024,17,Azerbaijan Grand Prix,LEC,Ferrari,16.0,1.0,MEDIUM,
2024,17,Azerbaijan Grand Prix,STR,Aston Martin,1.0,1.0,MEDIUM,
2024,17,Azerbaijan Grand Prix,STR,Aston Martin,22.0,2.0,HARD,
2024,17,Azerbaijan Grand Prix,STR,Aston Martin,45.0,3.0,HARD,
2024,17,Azerbaijan Grand Prix,TSU,RB,12.0,1.0,MEDIUM,
2024,17,Azerbaijan Grand Prix,TSU,RB,14.0,2.0,HARD,
2024,17,Azerbaijan Grand Prix,ALB,Williams,31.0,1.0,HARD,
2024,17,Azerbaijan Grand Prix,ZHO,Kick Sauber,34.0,1.0,HARD,
2024,17,Azerbaijan Grand Prix,HUL,Haas F1 Team,15.0,1.0,MEDIUM,
2024,17,Azerbaijan Grand Prix,RIC,RB,49.0,1.0,HARD,
2024,17,Azerbaijan Grand Prix,OCO,Alpine,49.0,1.0,HARD,
2024,17,Azerbaijan Grand Prix,NOR,McLaren,37.0,1.0,HARD,
2024,17,Azerbaijan Grand Prix,COL,Williams,10.0,1.0,MEDIUM,
2024,17,Azerbaijan Grand Prix,HAM,Mercedes,12.0,1.0,MEDIUM,
2024,17,Azerbaijan Grand Prix,BEA,Haas F1 Team,14.0,1.0,MEDIUM,
2024,17,Azerbaijan Grand Prix,SAI,Ferrari,17.0,1.0,MEDIUM,
2024,17,Azerbaijan Grand Prix,RUS,Mercedes,12.0,1.0,MEDIUM,
2024,17,Azerbaijan Grand Prix,BOT,Kick Sauber,11.0,1.0,MEDIUM,
2024,17,Azerbaijan Grand Prix,PIA,McLaren,15.0,1.0,MEDIUM,
2024,18,Singapore Grand Prix,NOR,McLaren,30.0,1.0,MEDIUM,
2024,18,Singapore Grand Prix,VER,Red Bull Racing,29.0,1.0,MEDIUM,
2024,18,Singapore Grand Prix,PIA,McLaren,38.0,1.0,MEDIUM,
2024,18,Singapore Grand Prix,RUS,Mercedes,27.0,1.0,MEDIUM,
2024,18,Singapore Grand Prix,LEC,Ferrari,36.0,1.0,MEDIUM,
2024,18,Singapore Grand Prix,HAM,Mercedes,17.0,1.0,SOFT,
2024,18,Singapore Grand Prix,SAI,Ferrari,13.0,1.0,MEDIUM,
2024,18,Singapore Grand Prix,ALO,Aston Martin,25.0,1.0,MEDIUM,
2024,18,Singapore Grand Prix,HUL,Haas F1 Team,29.0,1.0,MEDIUM,
2024,18,Singapore Grand Prix,PER,Red Bull Racing,28.0,1.0,MEDIUM,
2024,18,Singapore Grand Prix,COL,Williams,29.0,1.0,MEDIUM,
2024,18,Singapore Grand Prix,TSU,RB,33.0,1.0,MEDIUM,
2024,18,Singapore Grand Prix,OCO,Alpine,29.0,1.0,MEDIUM,
2024,18,Singapore Grand Prix,STR,Aston Martin,26.0,1.0,HARD,
2024,18,Singapore Grand Prix,ZHO,Kick Sauber,34.0,1.0,HARD,
2024,18,Singapore Grand Prix,BOT,Kick Sauber,33.0,1.0,HARD,
2024,18,Singapore Grand Prix,GAS,Alpine,37.0,1.0,MEDIUM,
2024,18,Singapore Grand Prix,RIC,RB,10.0,1.0,SOFT,
2024,18,Singapore Grand Prix,RIC,RB,46.0,2.0,MEDIUM,
2024,18,Singapore Grand Prix,RIC,RB,58.0,3.0,SOFT,
2024,18,Singapore Grand Prix,MAG,Haas F1 Team,28.0,1.0,HARD,
2024,18,Singapore Grand Prix,MAG,Haas F1 Team,49.0,2.0,MEDIUM,
2024,18,Singapore Grand Prix,MAG,Haas F1 Team,57.0,3.0,SOFT,
2024,18,Singapore Grand Prix,ALB,Williams,11.0,1.0,MEDIUM,
2024,18,Singapore Grand Prix,ALB,Williams,15.0,2.0,HARD,
2024,19,United States Grand Prix,VER,Red Bull Racing,25.0,1.0,MEDIUM,
2024,19,United States Grand Prix,GAS,Alpine,18.0,1.0,MEDIUM,
2024,19,United States Grand Prix,PER,Red Bull Racing,26.0,1.0,MEDIUM,
2024,19,United States Grand Prix,ALO,Aston Martin,26.0,1.0,MEDIUM,
2024,19,United States Grand Prix,LEC,Ferrari,26.0,1.0,MEDIUM,
2024,19,United States Grand Prix,STR,Aston Martin,27.0,1.0,HARD,
2024,19,United States Grand Prix,MAG,Haas F1 Team,17.0,1.0,MEDIUM,
2024,19,United States Grand Prix,MAG,Haas F1 Team,38.0,2.0,HARD,
2024,19,United States Grand Prix,TSU,RB,18.0,1.0,MEDIUM,
2024,19,United States Grand Prix,ALB,Williams,3.0,1.0,MEDIUM,
2024,19,United States Grand Prix,ALB,Williams,33.0,2.0,MEDIUM,
2024,19,United States Grand Prix,ZHO,Kick Sauber,13.0,1.0,MEDIUM,
2024,19,United States Grand Prix,ZHO,Kick Sauber,35.0,2.0,MEDIUM,
2024,19,United States Grand Prix,HUL,Haas F1 Team,27.0,1.0,MEDIUM,
2024,19,United States Grand Prix,LAW,RB,36.0,1.0,HARD,
2024,19,United States Grand Prix,OCO,Alpine,31.0,1.0,MEDIUM,
2024,19,United States Grand Prix,OCO,Alpine,51.0,2.0,HARD,
2024,19,United States Grand Prix,NOR,McLaren,31.0,1.0,MEDIUM,
2024,19,United States Grand Prix,COL,Williams,39.0,1.0,HARD,
2024,19,United States Grand Prix,SAI,Ferrari,21.0,1.0,MEDIUM,
2024,19,United States Grand Prix,RUS,Mercedes,40.0,1.0,HARD,
2024,19,United States Grand Prix,BOT,Kick Sauber,15.0,1.0,MEDIUM,
2024,19,United States Grand Prix,PIA,McLaren,32.0,1.0,MEDIUM,
2024,20,Mexico City Grand Prix,SAI,Ferrari,32.0,1.0,MEDIUM,
2024,20,Mexico City Grand Prix,NOR,McLaren,30.0,1.0,MEDIUM,
2024,20,Mexico City Grand Prix,LEC,Ferrari,31.0,1.0,MEDIUM,
2024,20,Mexico City Grand Prix,LEC,Ferrari,69.0,2.0,HARD,
2024,20,Mexico City Grand Prix,HAM,Mercedes,28.0,1.0,MEDIUM,
2024,20,Mexico City Grand Prix,RUS,Mercedes,31.0,1.0,MEDIUM,
2024,20,Mexico City Grand Prix,VER,Red Bull Racing,26.0,1.0,MEDIUM,
2024,20,Mexico City Grand Prix,MAG,Haas F1 Team,30.0,1.0,MEDIUM,
2024,20,Mexico City Grand Prix,PIA,McLaren,39.0,1.0,MEDIUM,
2024,20,Mexico City Grand Prix,HUL,Haas F1 Team,29.0,1.0,MEDIUM,
