Round,GP,Driver,Team,LapNumber,Stint,Compound,TyreLife,IsAccurate,LapTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,IsPitStop
1,Australian Grand Prix,VER,Red Bull Racing,1.0,1.0,INTERMEDIATE,1.0,False,119.392,,20.705,55.25,False
1,Australian Grand Prix,VER,Red Bull Racing,2.0,1.0,INTERMEDIATE,2.0,False,,58.141,37.976,73.205,True
1,Australian Grand Prix,VER,Red Bull Racing,3.0,2.0,INTERMEDIATE,3.0,False,,56.23,33.683,72.232,True
1,Australian Grand Prix,VER,Red Bull Racing,4.0,3.0,INTERMEDIATE,4.0,False,,54.351,32.712,68.712,True
1,Australian Grand Prix,VER,Red Bull Racing,5.0,4.0,INTERMEDIATE,5.0,False,143.609,53.513,32.627,57.469,True
1,Australian Grand Prix,VER,Red Bull Racing,6.0,4.0,INTERMEDIATE,6.0,False,139.654,47.887,33.228,58.539,False
1,Australian Grand Prix,VER,Red Bull Racing,7.0,4.0,INTERMEDIATE,7.0,False,136.447,45.898,29.735,60.814,False
1,Australian Grand Prix,VER,Red Bull Racing,8.0,4.0,INTERMEDIATE,8.0,True,96.83,35.249,20.145,41.436,False
1,Australian Grand Prix,VER,Red Bull Racing,9.0,4.0,INTERMEDIATE,9.0,True,94.315,33.85,19.608,40.857,False
1,Australian Grand Prix,VER,Red Bull Racing,10.0,4.0,INTERMEDIATE,10.0,True,92.65,33.117,19.414,40.119,False
1,Australian Grand Prix,VER,Red Bull Racing,11.0,4.0,INTERMEDIATE,11.0,True,92.453,33.017,19.392,40.044,False
1,Australian Grand Prix,VER,Red Bull Racing,12.0,4.0,INTERMEDIATE,12.0,True,91.591,32.767,19.302,39.522,False
1,Australian Grand Prix,VER,Red Bull Racing,13.0,4.0,INTERMEDIATE,13.0,True,91.271,32.572,19.292,39.407,False
1,Australian Grand Prix,VER,Red Bull Racing,14.0,4.0,INTERMEDIATE,14.0,True,90.639,32.137,19.124,39.378,False
1,Australian Grand Prix,VER,Red Bull Racing,15.0,4.0,INTERMEDIATE,15.0,True,90.328,31.945,18.879,39.504,False
1,Australian Grand Prix,VER,Red Bull Racing,16.0,4.0,INTERMEDIATE,16.0,True,90.592,31.921,19.071,39.6,False
1,Australian Grand Prix,VER,Red Bull Racing,17.0,4.0,INTERMEDIATE,17.0,True,93.392,32.432,19.003,41.957,False
1,Australian Grand Prix,VER,Red Bull Racing,18.0,4.0,INTERMEDIATE,18.0,True,92.169,32.55,18.956,40.663,False
1,Australian Grand Prix,VER,Red Bull Racing,19.0,4.0,INTERMEDIATE,19.0,True,91.939,32.547,19.002,40.39,False
1,Australian Grand Prix,VER,Red Bull Racing,20.0,4.0,INTERMEDIATE,20.0,True,91.598,32.354,19.009,40.235,False
1,Australian Grand Prix,VER,Red Bull Racing,21.0,4.0,INTERMEDIATE,21.0,True,91.177,32.272,18.898,40.007,False
1,Australian Grand Prix,VER,Red Bull Racing,22.0,4.0,INTERMEDIATE,22.0,True,91.04,32.48,18.943,39.617,False
1,Australian Grand Prix,VER,Red Bull Racing,23.0,4.0,INTERMEDIATE,23.0,True,90.686,32.099,18.912,39.675,False
1,Australian Grand Prix,VER,Red Bull Racing,24.0,4.0,INTERMEDIATE,24.0,True,90.978,32.243,18.994,39.741,False
1,Australian Grand Prix,VER,Red Bull Racing,25.0,4.0,INTERMEDIATE,25.0,True,90.845,32.279,18.911,39.655,False
1,Australian Grand Prix,VER,Red Bull Racing,26.0,4.0,INTERMEDIATE,26.0,True,90.293,32.159,18.938,39.196,False
1,Australian Grand Prix,VER,Red Bull Racing,27.0,4.0,INTERMEDIATE,27.0,True,89.731,31.904,18.868,38.959,False
1,Australian Grand Prix,VER,Red Bull Racing,28.0,4.0,INTERMEDIATE,28.0,True,89.411,31.769,18.848,38.794,False
1,Australian Grand Prix,VER,Red Bull Racing,29.0,4.0,INTERMEDIATE,29.0,True,89.043,31.543,18.815,38.685,False
1,Australian Grand Prix,VER,Red Bull Racing,30.0,4.0,INTERMEDIATE,30.0,True,88.237,31.103,18.635,38.499,False
1,Australian Grand Prix,VER,Red Bull Racing,31.0,4.0,INTERMEDIATE,31.0,True,88.127,31.123,18.741,38.263,False
1,Australian Grand Prix,VER,Red Bull Racing,32.0,4.0,INTERMEDIATE,32.0,True,88.208,30.905,18.89,38.413,False
1,Australian Grand Prix,VER,Red Bull Racing,33.0,4.0,INTERMEDIATE,33.0,True,88.046,30.905,18.81,38.331,False
1,Australian Grand Prix,VER,Red Bull Racing,34.0,4.0,INTERMEDIATE,34.0,False,128.598,38.569,29.499,60.53,True
1,Australian Grand Prix,VER,Red Bull Racing,35.0,5.0,MEDIUM,1.0,False,124.508,46.794,27.33,50.384,True
1,Australian Grand Prix,VER,Red Bull Racing,36.0,5.0,MEDIUM,2.0,False,116.334,33.284,30.201,52.849,False
1,Australian Grand Prix,VER,Red Bull Racing,37.0,5.0,MEDIUM,3.0,False,,46.632,40.725,75.519,False
1,Australian Grand Prix,VER,Red Bull Racing,38.0,5.0,MEDIUM,4.0,False,137.91,40.652,41.364,55.894,False
1,Australian Grand Prix,VER,Red Bull Racing,39.0,5.0,MEDIUM,5.0,False,132.714,42.699,36.267,53.748,False
1,Australian Grand Prix,VER,Red Bull Racing,40.0,5.0,MEDIUM,6.0,False,131.498,43.488,33.721,54.289,False
1,Australian Grand Prix,VER,Red Bull Racing,41.0,5.0,MEDIUM,7.0,False,132.004,44.791,29.249,57.964,False
1,Australian Grand Prix,VER,Red Bull Racing,42.0,5.0,MEDIUM,8.0,True,85.317,30.288,18.886,36.143,False
1,Australian Grand Prix,VER,Red Bull Racing,43.0,5.0,MEDIUM,9.0,True,83.081,28.878,18.569,35.634,False
1,Australian Grand Prix,VER,Red Bull Racing,44.0,5.0,MEDIUM,10.0,True,86.789,28.766,18.154,39.869,False
1,Australian Grand Prix,VER,Red Bull Racing,45.0,5.0,MEDIUM,11.0,True,92.874,29.993,18.865,44.016,False
1,Australian Grand Prix,VER,Red Bull Racing,46.0,5.0,MEDIUM,12.0,False,112.606,31.037,19.186,62.383,True
1,Australian Grand Prix,VER,Red Bull Racing,47.0,6.0,INTERMEDIATE,1.0,False,127.213,40.7,31.56,54.953,True
1,Australian Grand Prix,VER,Red Bull Racing,48.0,6.0,INTERMEDIATE,2.0,False,122.406,38.909,23.85,59.647,False
1,Australian Grand Prix,VER,Red Bull Racing,49.0,6.0,INTERMEDIATE,3.0,False,144.892,51.981,32.432,60.479,False
1,Australian Grand Prix,VER,Red Bull Racing,50.0,6.0,INTERMEDIATE,4.0,False,142.085,52.682,32.177,57.226,False
1,Australian Grand Prix,VER,Red Bull Racing,51.0,6.0,INTERMEDIATE,5.0,False,133.879,47.272,29.576,57.031,False
1,Australian Grand Prix,VER,Red Bull Racing,52.0,6.0,INTERMEDIATE,6.0,True,93.864,34.079,19.408,40.377,False
1,Australian Grand Prix,VER,Red Bull Racing,53.0,6.0,INTERMEDIATE,7.0,True,90.859,32.113,19.031,39.715,False
1,Australian Grand Prix,VER,Red Bull Racing,54.0,6.0,INTERMEDIATE,8.0,True,89.1,31.437,18.688,38.975,False
1,Australian Grand Prix,VER,Red Bull Racing,55.0,6.0,INTERMEDIATE,9.0,True,88.538,30.812,18.798,38.928,False
1,Australian Grand Prix,VER,Red Bull Racing,56.0,6.0,INTERMEDIATE,10.0,True,87.921,30.695,18.32,38.906,False
1,Australian Grand Prix,VER,Red Bull Racing,57.0,6.0,INTERMEDIATE,11.0,True,87.4,30.421,18.285,38.694,False
1,Australian Grand Prix,GAS,Alpine,1.0,1.0,INTERMEDIATE,1.0,False,134.132,,21.554,65.755,False
1,Australian Grand Prix,GAS,Alpine,2.0,1.0,INTERMEDIATE,2.0,False,,55.855,35.135,80.32,True
1,Australian Grand Prix,GAS,Alpine,3.0,2.0,INTERMEDIATE,3.0,False,,50.51,36.049,76.333,True
1,Australian Grand Prix,GAS,Alpine,4.0,3.0,INTERMEDIATE,4.0,False,,50.36,32.205,72.024,True
1,Australian Grand Prix,GAS,Alpine,5.0,4.0,INTERMEDIATE,5.0,False,141.36,51.18,30.446,59.734,True
1,Australian Grand Prix,GAS,Alpine,6.0,4.0,INTERMEDIATE,6.0,False,139.952,43.258,34.952,61.742,False
1,Australian Grand Prix,GAS,Alpine,7.0,4.0,INTERMEDIATE,7.0,False,126.733,42.713,29.764,54.256,False
1,Australian Grand Prix,GAS,Alpine,8.0,4.0,INTERMEDIATE,8.0,True,98.441,35.761,20.439,42.241,False
1,Australian Grand Prix,GAS,Alpine,9.0,4.0,INTERMEDIATE,9.0,True,96.062,34.775,19.939,41.348,False
1,Australian Grand Prix,GAS,Alpine,10.0,4.0,INTERMEDIATE,10.0,True,95.527,34.369,19.784,41.374,False
1,Australian Grand Prix,GAS,Alpine,11.0,4.0,INTERMEDIATE,11.0,True,94.702,33.715,19.771,41.216,False
1,Australian Grand Prix,GAS,Alpine,12.0,4.0,INTERMEDIATE,12.0,True,94.227,33.48,19.64,41.107,False
1,Australian Grand Prix,GAS,Alpine,13.0,4.0,INTERMEDIATE,13.0,True,93.275,33.245,19.662,40.368,False
1,Australian Grand Prix,GAS,Alpine,14.0,4.0,INTERMEDIATE,14.0,True,92.859,32.923,19.508,40.428,False
1,Australian Grand Prix,GAS,Alpine,15.0,4.0,INTERMEDIATE,15.0,True,92.744,33.106,19.515,40.123,False
1,Australian Grand Prix,GAS,Alpine,16.0,4.0,INTERMEDIATE,16.0,True,92.445,32.952,19.527,39.966,False
1,Australian Grand Prix,GAS,Alpine,17.0,4.0,INTERMEDIATE,17.0,True,92.795,32.773,19.338,40.684,False
1,Australian Grand Prix,GAS,Alpine,18.0,4.0,INTERMEDIATE,18.0,True,93.124,32.863,19.329,40.932,False
1,Australian Grand Prix,GAS,Alpine,19.0,4.0,INTERMEDIATE,19.0,True,92.462,32.918,19.141,40.403,False
1,Australian Grand Prix,GAS,Alpine,20.0,4.0,INTERMEDIATE,20.0,True,92.327,32.703,19.09,40.534,False
1,Australian Grand Prix,GAS,Alpine,21.0,4.0,INTERMEDIATE,21.0,True,92.323,32.86,19.181,40.282,False
1,Australian Grand Prix,GAS,Alpine,22.0,4.0,INTERMEDIATE,22.0,True,92.355,32.63,19.183,40.542,False
1,Australian Grand Prix,GAS,Alpine,23.0,4.0,INTERMEDIATE,23.0,True,92.438,32.769,19.18,40.489,False
1,Australian Grand Prix,GAS,Alpine,24.0,4.0,INTERMEDIATE,24.0,True,92.035,32.624,19.219,40.192,False
1,Australian Grand Prix,GAS,Alpine,25.0,4.0,INTERMEDIATE,25.0,True,91.622,32.743,19.12,39.759,False
1,Australian Grand Prix,GAS,Alpine,26.0,4.0,INTERMEDIATE,26.0,True,90.928,32.305,19.052,39.571,False
1,Australian Grand Prix,GAS,Alpine,27.0,4.0,INTERMEDIATE,27.0,True,90.635,32.169,19.002,39.464,False
1,Australian Grand Prix,GAS,Alpine,28.0,4.0,INTERMEDIATE,28.0,True,90.382,32.019,18.955,39.408,False
1,Australian Grand Prix,GAS,Alpine,29.0,4.0,INTERMEDIATE,29.0,True,90.051,31.855,18.938,39.258,False
1,Australian Grand Prix,GAS,Alpine,30.0,4.0,INTERMEDIATE,30.0,True,90.124,31.654,18.998,39.472,False
1,Australian Grand Prix,GAS,Alpine,31.0,4.0,INTERMEDIATE,31.0,True,89.299,31.513,18.869,38.917,False
1,Australian Grand Prix,GAS,Alpine,32.0,4.0,INTERMEDIATE,32.0,True,89.383,31.618,18.85,38.915,False
1,Australian Grand Prix,GAS,Alpine,33.0,4.0,INTERMEDIATE,33.0,False,111.3,31.296,18.975,61.029,True
1,Australian Grand Prix,GAS,Alpine,34.0,5.0,HARD,1.0,False,145.049,53.338,42.356,49.355,True
1,Australian Grand Prix,GAS,Alpine,35.0,5.0,HARD,2.0,False,105.531,35.632,28.822,41.077,False
1,Australian Grand Prix,GAS,Alpine,36.0,5.0,HARD,3.0,False,101.62,32.286,29.596,39.738,False
1,Australian Grand Prix,GAS,Alpine,37.0,5.0,HARD,4.0,False,127.218,31.629,29.727,65.862,False
1,Australian Grand Prix,GAS,Alpine,38.0,5.0,HARD,5.0,False,139.376,38.274,39.552,61.55,False
1,Australian Grand Prix,GAS,Alpine,39.0,5.0,HARD,6.0,False,131.226,38.456,36.07,56.7,False
1,Australian Grand Prix,GAS,Alpine,40.0,5.0,HARD,7.0,False,130.476,40.824,35.543,54.109,False
1,Australian Grand Prix,GAS,Alpine,41.0,5.0,HARD,8.0,False,126.368,43.945,29.012,53.411,False
1,Australian Grand Prix,GAS,Alpine,42.0,5.0,HARD,9.0,True,87.942,31.318,18.881,37.743,False
1,Australian Grand Prix,GAS,Alpine,43.0,5.0,HARD,10.0,True,85.02,29.787,18.627,36.606,False
1,Australian Grand Prix,GAS,Alpine,44.0,5.0,HARD,11.0,True,88.332,29.467,18.594,40.271,False
1,Australian Grand Prix,GAS,Alpine,45.0,5.0,HARD,12.0,True,92.969,30.352,18.899,43.718,False
1,Australian Grand Prix,GAS,Alpine,46.0,5.0,HARD,13.0,False,116.069,33.157,18.982,63.93,True
1,Australian Grand Prix,GAS,Alpine,47.0,6.0,INTERMEDIATE,1.0,False,126.74,45.479,24.021,57.24,True
1,Australian Grand Prix,GAS,Alpine,48.0,6.0,INTERMEDIATE,2.0,False,121.785,41.932,22.835,57.018,False
1,Australian Grand Prix,GAS,Alpine,49.0,6.0,INTERMEDIATE,3.0,False,144.669,48.264,32.422,63.983,False
1,Australian Grand Prix,GAS,Alpine,50.0,6.0,INTERMEDIATE,4.0,False,137.754,49.575,30.79,57.389,False
1,Australian Grand Prix,GAS,Alpine,51.0,6.0,INTERMEDIATE,5.0,False,131.745,46.466,28.377,56.902,False
1,Australian Grand Prix,GAS,Alpine,52.0,6.0,INTERMEDIATE,6.0,True,96.326,35.475,19.5,41.351,False
1,Australian Grand Prix,GAS,Alpine,53.0,6.0,INTERMEDIATE,7.0,True,92.297,32.856,19.045,40.396,False
1,Australian Grand Prix,GAS,Alpine,54.0,6.0,INTERMEDIATE,8.0,True,94.967,35.345,19.237,40.385,False
1,Australian Grand Prix,GAS,Alpine,55.0,6.0,INTERMEDIATE,9.0,True,92.316,33.195,19.199,39.922,False
1,Australian Grand Prix,GAS,Alpine,56.0,6.0,INTERMEDIATE,10.0,True,90.866,31.867,19.159,39.84,False
1,Australian Grand Prix,GAS,Alpine,57.0,6.0,INTERMEDIATE,11.0,True,91.312,31.774,19.075,40.463,False
1,Australian Grand Prix,ANT,Mercedes,1.0,1.0,INTERMEDIATE,1.0,False,142.352,,22.829,69.366,False
1,Australian Grand Prix,ANT,Mercedes,2.0,1.0,INTERMEDIATE,2.0,False,,55.459,32.481,81.86,True
1,Australian Grand Prix,ANT,Mercedes,3.0,2.0,INTERMEDIATE,3.0,False,,51.498,33.08,80.177,True
1,Australian Grand Prix,ANT,Mercedes,4.0,3.0,INTERMEDIATE,4.0,False,,49.814,32.851,71.933,True
1,Australian Grand Prix,ANT,Mercedes,5.0,4.0,INTERMEDIATE,5.0,False,139.163,49.979,30.052,59.132,True
1,Australian Grand Prix,ANT,Mercedes,6.0,4.0,INTERMEDIATE,6.0,False,141.111,42.289,35.787,63.035,False
1,Australian Grand Prix,ANT,Mercedes,7.0,4.0,INTERMEDIATE,7.0,False,123.412,41.182,30.645,51.585,False
1,Australian Grand Prix,ANT,Mercedes,8.0,4.0,INTERMEDIATE,8.0,True,98.729,35.912,20.482,42.335,False
1,Australian Grand Prix,ANT,Mercedes,9.0,4.0,INTERMEDIATE,9.0,True,96.312,34.903,19.945,41.464,False
1,Australian Grand Prix,ANT,Mercedes,10.0,4.0,INTERMEDIATE,10.0,True,95.27,34.187,19.577,41.506,False
1,Australian Grand Prix,ANT,Mercedes,11.0,4.0,INTERMEDIATE,11.0,True,94.678,33.964,19.627,41.087,False
1,Australian Grand Prix,ANT,Mercedes,12.0,4.0,INTERMEDIATE,12.0,True,95.385,34.18,19.476,41.729,False
1,Australian Grand Prix,ANT,Mercedes,13.0,4.0,INTERMEDIATE,13.0,True,93.697,33.611,19.396,40.69,False
1,Australian Grand Prix,ANT,Mercedes,14.0,4.0,INTERMEDIATE,14.0,True,93.802,33.699,19.47,40.633,False
1,Australian Grand Prix,ANT,Mercedes,15.0,4.0,INTERMEDIATE,15.0,True,92.212,33.126,19.42,39.666,False
1,Australian Grand Prix,ANT,Mercedes,16.0,4.0,INTERMEDIATE,16.0,True,97.326,37.533,19.464,40.329,False
1,Australian Grand Prix,ANT,Mercedes,17.0,4.0,INTERMEDIATE,17.0,True,92.312,33.045,19.059,40.208,False
1,Australian Grand Prix,ANT,Mercedes,18.0,4.0,INTERMEDIATE,18.0,True,92.181,32.902,19.203,40.076,False
1,Australian Grand Prix,ANT,Mercedes,19.0,4.0,INTERMEDIATE,19.0,True,91.942,32.822,19.108,40.012,False
1,Australian Grand Prix,ANT,Mercedes,20.0,4.0,INTERMEDIATE,20.0,True,91.319,32.598,19.093,39.628,False
1,Australian Grand Prix,ANT,Mercedes,21.0,4.0,INTERMEDIATE,21.0,True,91.042,32.385,18.992,39.665,False
1,Australian Grand Prix,ANT,Mercedes,22.0,4.0,INTERMEDIATE,22.0,True,91.887,32.452,18.953,40.482,False
1,Australian Grand Prix,ANT,Mercedes,23.0,4.0,INTERMEDIATE,23.0,True,91.324,32.454,19.041,39.829,False
1,Australian Grand Prix,ANT,Mercedes,24.0,4.0,INTERMEDIATE,24.0,True,90.822,32.33,18.978,39.514,False
1,Australian Grand Prix,ANT,Mercedes,25.0,4.0,INTERMEDIATE,25.0,True,90.706,32.088,19.045,39.573,False
1,Australian Grand Prix,ANT,Mercedes,26.0,4.0,INTERMEDIATE,26.0,True,91.299,32.94,18.942,39.417,False
1,Australian Grand Prix,ANT,Mercedes,27.0,4.0,INTERMEDIATE,27.0,True,90.463,32.082,18.871,39.51,False
1,Australian Grand Prix,ANT,Mercedes,28.0,4.0,INTERMEDIATE,28.0,True,90.716,32.111,18.504,40.101,False
1,Australian Grand Prix,ANT,Mercedes,29.0,4.0,INTERMEDIATE,29.0,True,89.919,31.785,18.794,39.34,False
1,Australian Grand Prix,ANT,Mercedes,30.0,4.0,INTERMEDIATE,30.0,True,89.794,31.823,18.759,39.212,False
1,Australian Grand Prix,ANT,Mercedes,31.0,4.0,INTERMEDIATE,31.0,True,89.245,31.583,18.748,38.914,False
1,Australian Grand Prix,ANT,Mercedes,32.0,4.0,INTERMEDIATE,32.0,True,89.032,31.369,18.773,38.89,False
1,Australian Grand Prix,ANT,Mercedes,33.0,4.0,INTERMEDIATE,33.0,False,112.635,31.156,19.488,61.991,True
1,Australian Grand Prix,ANT,Mercedes,34.0,5.0,HARD,1.0,False,142.596,50.26,41.918,50.418,True
1,Australian Grand Prix,ANT,Mercedes,35.0,5.0,HARD,2.0,False,104.67,35.474,28.102,41.094,False
1,Australian Grand Prix,ANT,Mercedes,36.0,5.0,HARD,3.0,False,101.655,32.604,29.457,39.594,False
1,Australian Grand Prix,ANT,Mercedes,37.0,5.0,HARD,4.0,False,127.298,31.948,30.64,64.71,False
1,Australian Grand Prix,ANT,Mercedes,38.0,5.0,HARD,5.0,False,139.681,38.143,39.653,61.885,False
1,Australian Grand Prix,ANT,Mercedes,39.0,5.0,HARD,6.0,False,131.642,38.95,35.025,57.667,False
1,Australian Grand Prix,ANT,Mercedes,40.0,5.0,HARD,7.0,False,129.615,39.633,35.891,54.091,False
1,Australian Grand Prix,ANT,Mercedes,41.0,5.0,HARD,8.0,False,126.22,44.333,28.681,53.206,False
1,Australian Grand Prix,ANT,Mercedes,42.0,5.0,HARD,9.0,True,87.505,30.908,19.021,37.576,False
1,Australian Grand Prix,ANT,Mercedes,43.0,5.0,HARD,10.0,True,84.901,29.606,18.461,36.834,False
1,Australian Grand Prix,ANT,Mercedes,44.0,5.0,HARD,11.0,False,108.276,29.991,18.732,59.553,True
1,Australian Grand Prix,ANT,Mercedes,45.0,6.0,INTERMEDIATE,1.0,False,95.593,37.157,19.091,39.345,True
1,Australian Grand Prix,ANT,Mercedes,46.0,6.0,INTERMEDIATE,2.0,True,90.78,31.827,18.635,40.318,False
1,Australian Grand Prix,ANT,Mercedes,47.0,6.0,INTERMEDIATE,3.0,False,125.75,34.497,33.267,57.986,False
1,Australian Grand Prix,ANT,Mercedes,48.0,6.0,INTERMEDIATE,4.0,False,118.429,40.189,21.083,57.157,False
1,Australian Grand Prix,ANT,Mercedes,49.0,6.0,INTERMEDIATE,5.0,False,144.964,51.54,31.716,61.708,False
1,Australian Grand Prix,ANT,Mercedes,50.0,6.0,INTERMEDIATE,6.0,False,140.284,51.512,30.864,57.908,False
1,Australian Grand Prix,ANT,Mercedes,51.0,6.0,INTERMEDIATE,7.0,False,132.971,46.897,29.666,56.408,False
1,Australian Grand Prix,ANT,Mercedes,52.0,6.0,INTERMEDIATE,8.0,True,95.008,34.277,19.53,41.201,False
1,Australian Grand Prix,ANT,Mercedes,53.0,6.0,INTERMEDIATE,9.0,True,91.398,32.679,19.001,39.718,False
1,Australian Grand Prix,ANT,Mercedes,54.0,6.0,INTERMEDIATE,10.0,True,90.562,32.258,18.783,39.521,False
1,Australian Grand Prix,ANT,Mercedes,55.0,6.0,INTERMEDIATE,11.0,True,90.602,31.97,18.49,40.142,False
1,Australian Grand Prix,ANT,Mercedes,56.0,6.0,INTERMEDIATE,12.0,True,88.149,31.023,18.341,38.785,False
1,Australian Grand Prix,ANT,Mercedes,57.0,6.0,INTERMEDIATE,13.0,True,88.65,31.048,18.709,38.893,False
1,Australian Grand Prix,ALO,Aston Martin,1.0,1.0,INTERMEDIATE,1.0,False,137.178,,22.171,67.034,False
1,Australian Grand Prix,ALO,Aston Martin,2.0,1.0,INTERMEDIATE,2.0,False,,55.076,34.64,79.692,True
1,Australian Grand Prix,ALO,Aston Martin,3.0,2.0,INTERMEDIATE,3.0,False,,52.882,33.441,77.022,True
1,Australian Grand Prix,ALO,Aston Martin,4.0,3.0,INTERMEDIATE,4.0,False,,52.331,32.068,70.307,True
1,Australian Grand Prix,ALO,Aston Martin,5.0,4.0,INTERMEDIATE,5.0,False,142.181,52.318,29.721,60.142,True
1,Australian Grand Prix,ALO,Aston Martin,6.0,4.0,INTERMEDIATE,6.0,False,139.493,42.673,35.332,61.488,False
1,Australian Grand Prix,ALO,Aston Martin,7.0,4.0,INTERMEDIATE,7.0,False,125.594,42.237,31.103,52.254,False
1,Australian Grand Prix,ALO,Aston Martin,8.0,4.0,INTERMEDIATE,8.0,True,98.354,35.634,20.573,42.147,False
1,Australian Grand Prix,ALO,Aston Martin,9.0,4.0,INTERMEDIATE,9.0,True,96.267,34.756,20.098,41.413,False
1,Australian Grand Prix,ALO,Aston Martin,10.0,4.0,INTERMEDIATE,10.0,True,95.569,34.31,19.907,41.352,False
1,Australian Grand Prix,ALO,Aston Martin,11.0,4.0,INTERMEDIATE,11.0,True,95.3,34.107,19.76,41.433,False
1,Australian Grand Prix,ALO,Aston Martin,12.0,4.0,INTERMEDIATE,12.0,True,94.076,33.625,19.675,40.776,False
1,Australian Grand Prix,ALO,Aston Martin,13.0,4.0,INTERMEDIATE,13.0,True,93.515,33.419,19.468,40.628,False
1,Australian Grand Prix,ALO,Aston Martin,14.0,4.0,INTERMEDIATE,14.0,True,92.664,32.924,19.455,40.285,False
1,Australian Grand Prix,ALO,Aston Martin,15.0,4.0,INTERMEDIATE,15.0,True,92.324,32.913,19.374,40.037,False
1,Australian Grand Prix,ALO,Aston Martin,16.0,4.0,INTERMEDIATE,16.0,True,92.521,32.518,18.922,41.081,False
1,Australian Grand Prix,ALO,Aston Martin,17.0,4.0,INTERMEDIATE,17.0,True,92.966,32.745,19.316,40.905,False
1,Australian Grand Prix,ALO,Aston Martin,18.0,4.0,INTERMEDIATE,18.0,True,92.698,32.791,19.169,40.738,False
1,Australian Grand Prix,ALO,Aston Martin,19.0,4.0,INTERMEDIATE,19.0,True,92.28,32.507,18.762,41.011,False
1,Australian Grand Prix,ALO,Aston Martin,20.0,4.0,INTERMEDIATE,20.0,True,92.61,32.675,18.901,41.034,False
1,Australian Grand Prix,ALO,Aston Martin,21.0,4.0,INTERMEDIATE,21.0,True,92.545,32.459,18.616,41.47,False
1,Australian Grand Prix,ALO,Aston Martin,22.0,4.0,INTERMEDIATE,22.0,True,93.282,32.923,19.602,40.757,False
1,Australian Grand Prix,ALO,Aston Martin,23.0,4.0,INTERMEDIATE,23.0,True,92.51,32.738,19.251,40.521,False
1,Australian Grand Prix,ALO,Aston Martin,24.0,4.0,INTERMEDIATE,24.0,True,91.665,32.237,19.253,40.175,False
1,Australian Grand Prix,ALO,Aston Martin,25.0,4.0,INTERMEDIATE,25.0,True,91.761,32.2,19.134,40.427,False
1,Australian Grand Prix,ALO,Aston Martin,26.0,4.0,INTERMEDIATE,26.0,True,91.343,32.324,19.17,39.849,False
1,Australian Grand Prix,ALO,Aston Martin,27.0,4.0,INTERMEDIATE,27.0,True,90.895,32.032,19.001,39.862,False
1,Australian Grand Prix,ALO,Aston Martin,28.0,4.0,INTERMEDIATE,28.0,True,90.652,32.03,19.067,39.555,False
1,Australian Grand Prix,ALO,Aston Martin,29.0,4.0,INTERMEDIATE,29.0,True,89.718,31.491,18.976,39.251,False
1,Australian Grand Prix,ALO,Aston Martin,30.0,4.0,INTERMEDIATE,30.0,True,89.374,31.387,18.884,39.103,False
1,Australian Grand Prix,ALO,Aston Martin,31.0,4.0,INTERMEDIATE,31.0,True,88.85,31.446,18.83,38.574,False
1,Australian Grand Prix,ALO,Aston Martin,32.0,4.0,INTERMEDIATE,32.0,True,88.819,31.156,19.014,38.649,False
1,Australian Grand Prix,ALO,Aston Martin,33.0,4.0,INTERMEDIATE,33.0,False,,,,,False
1,Australian Grand Prix,LEC,Ferrari,1.0,1.0,INTERMEDIATE,1.0,False,128.48,,20.69,62.574,False
1,Australian Grand Prix,LEC,Ferrari,2.0,1.0,INTERMEDIATE,2.0,False,,55.101,36.092,76.04,True
1,Australian Grand Prix,LEC,Ferrari,3.0,2.0,INTERMEDIATE,3.0,False,,54.771,32.738,74.652,True
1,Australian Grand Prix,LEC,Ferrari,4.0,3.0,INTERMEDIATE,4.0,False,,52.602,32.053,71.147,True
1,Australian Grand Prix,LEC,Ferrari,5.0,4.0,INTERMEDIATE,5.0,False,142.597,51.208,31.916,59.473,True
1,Australian Grand Prix,LEC,Ferrari,6.0,4.0,INTERMEDIATE,6.0,False,138.85,45.966,33.553,59.331,False
1,Australian Grand Prix,LEC,Ferrari,7.0,4.0,INTERMEDIATE,7.0,False,133.209,45.283,30.724,57.202,False
1,Australian Grand Prix,LEC,Ferrari,8.0,4.0,INTERMEDIATE,8.0,True,98.19,35.371,20.374,42.445,False
1,Australian Grand Prix,LEC,Ferrari,9.0,4.0,INTERMEDIATE,9.0,True,94.933,33.915,19.833,41.185,False
1,Australian Grand Prix,LEC,Ferrari,10.0,4.0,INTERMEDIATE,10.0,True,93.539,33.253,19.497,40.789,False
1,Australian Grand Prix,LEC,Ferrari,11.0,4.0,INTERMEDIATE,11.0,True,94.251,33.495,19.791,40.965,False
1,Australian Grand Prix,LEC,Ferrari,12.0,4.0,INTERMEDIATE,12.0,True,93.536,33.168,19.953,40.415,False
1,Australian Grand Prix,LEC,Ferrari,13.0,4.0,INTERMEDIATE,13.0,True,92.198,32.808,19.51,39.88,False
1,Australian Grand Prix,LEC,Ferrari,14.0,4.0,INTERMEDIATE,14.0,True,92.448,32.779,19.371,40.298,False
1,Australian Grand Prix,LEC,Ferrari,15.0,4.0,INTERMEDIATE,15.0,True,91.846,32.501,19.473,39.872,False
